;FFMETADATA1
title=Machine Gun Clippy
artist=Leo Laporte, Alex Lindsay, Rene Ritchie, Andy Ihnatko
album_artist=TWiT
publisher=TWiT
album=MacBreak Weekly
TRDA=2022-01-18
track=801
language=English
genre=Podcast
comment=Safari bug, Netherlands App Store ruling, Apple Watch ads
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:02.480]   [MUSIC PLAYING]
[00:40:17.380 --> 00:40:21.700]   I have, if I can find it during the next break, I will, I actually have a shirt, like not
[00:40:21.700 --> 00:40:25.460]   a T-shirt, but an actual button up shirt that is all the different like wood cut like
[00:40:25.460 --> 00:40:27.460]   development drawings that they ever made.
[00:40:27.460 --> 00:40:28.460]   They love that.
[00:40:28.460 --> 00:40:34.740]   And it'd be, you know, people handling gears and like women like, it's, it's, it was a
[00:40:34.740 --> 00:40:38.860]   trade dress that kind of made you happy every time you saw like a new ad or a new piece
[00:40:38.860 --> 00:40:39.860]   of literature.
[00:40:39.860 --> 00:40:45.380]   Mr. Cook is going to Washington, but not, not to lobby against the open apps.
[00:40:45.380 --> 00:40:46.900]   Not to run for president.
[00:40:46.900 --> 00:40:53.660]   And well, maybe later, he is going to go to the judiciary committee to lobby them because
[00:40:53.660 --> 00:40:58.540]   he wants to oppose the American innovation and choice online act.
[00:40:58.540 --> 00:41:07.180]   Amy Klobuchar and Chuck Grassley, Glassley's a cookie, I think, cookie bill to prevent another
[00:41:07.180 --> 00:41:13.540]   business's product or service from interoperating with a dominant platform or another business
[00:41:13.540 --> 00:41:17.740]   requiring a business to buy a dominant platform's goods or services for preferred placement
[00:41:17.740 --> 00:41:18.740]   on its platform.
[00:41:18.740 --> 00:41:21.340]   Oh, it must, this must be banned.
[00:41:21.340 --> 00:41:22.340]   I'm sorry.
[00:41:22.340 --> 00:41:27.940]   This can't be banned, misusing a business's data to compete against it and biasing search
[00:41:27.940 --> 00:41:30.860]   results in favor of the dominant firm.
[00:41:30.860 --> 00:41:32.820]   Who would that be?
[00:41:32.820 --> 00:41:37.820]   I don't think that's against DuckDuckGo.
[00:41:37.820 --> 00:41:38.820]   It could be.
[00:41:38.820 --> 00:41:40.700]   They have a grind of attack for big tech.
[00:41:40.700 --> 00:41:42.540]   It's the plan is to attack attacks.
[00:41:42.540 --> 00:41:44.060]   Yeah, I'm threatening.
[00:41:44.060 --> 00:41:49.260]   This was one of those four bills introduced last fall and that are still alive.
[00:41:49.260 --> 00:41:50.260]   This boat.
[00:41:50.260 --> 00:41:51.260]   This is Cook's job.
[00:41:51.260 --> 00:41:52.260]   Like his job is like it's not good for his companies.
[00:41:52.260 --> 00:41:54.540]   His job is to go and try and get them to not do it.
[00:41:54.540 --> 00:41:59.220]   To provide that certain discriminatory conduct by covered platforms shall be unlawful and
[00:41:59.220 --> 00:42:04.740]   for other purposes, the American Innovation and Choice Online Act.
[00:42:04.740 --> 00:42:11.420]   It's always very significant when a CEO decides to make, when a CEO gives politicians time
[00:42:11.420 --> 00:42:16.420]   out of his schedule without being forced to because that time is super, super valuable.
[00:42:16.420 --> 00:42:18.140]   Not in the way that our time is valuable.
[00:42:18.140 --> 00:42:22.300]   I mean that you could actually meter how much money is being lost by virtue of the fact
[00:42:22.300 --> 00:42:25.860]   that someone was stuck in traffic without access to internet at that level.
[00:42:25.860 --> 00:42:30.180]   But you can see why when you look at this bill that point after point after point, there's
[00:42:30.180 --> 00:42:35.140]   like six or seven major bullet points and two or three of them are not vague.
[00:42:35.140 --> 00:42:42.100]   They are like, you are not allowed to have an app store that sells content which demands
[00:42:42.100 --> 00:42:49.420]   that the store gets any discount that's offered anywhere to anybody else, Apple.
[00:42:49.420 --> 00:42:50.420]   You're now.
[00:42:50.420 --> 00:42:52.540]   So it's weird.
[00:42:52.540 --> 00:42:57.260]   I keep coming back and forth on what I believe about this.
[00:42:57.260 --> 00:43:01.980]   Now the action this week means that they move forward so now they're going to discuss
[00:43:01.980 --> 00:43:02.980]   it.
[00:43:02.980 --> 00:43:04.820]   There's going to be a lot of changes to it.
[00:43:04.820 --> 00:43:10.260]   I don't know whether I feel like, wow, this could be so disruptive and not in a positive
[00:43:10.260 --> 00:43:15.580]   way because a lot of the stuff that makes things work really well is because, are also
[00:43:15.580 --> 00:43:19.500]   things that allow technical companies to become a $3 trillion company.
[00:43:19.500 --> 00:43:22.500]   It's good for the users, good for the shareholders, that's fine.
[00:43:22.500 --> 00:43:27.900]   But also part of me really fundamentally and talk about fundamental beliefs.
[00:43:27.900 --> 00:43:32.820]   The reason why these companies are worth $1 trillion to $3 trillion is because they have
[00:43:32.820 --> 00:43:36.100]   been able to act largely unregulated.
[00:43:36.100 --> 00:43:41.420]   And is it time for countries across the world to say that, yes, I know that this law is
[00:43:41.420 --> 00:43:45.540]   absolutely going to suck for you, but oh well, you're going to have to deal with it because
[00:43:45.540 --> 00:43:51.060]   we decided that we decided that not enough, we decided that you have way too much power
[00:43:51.060 --> 00:43:54.940]   and not enough responsibilities rather than limiting your power per se.
[00:43:54.940 --> 00:43:57.020]   We want to increase your responsibilities.
[00:43:57.020 --> 00:44:00.660]   That's the sort of thing that I like, increase their responsibilities, not necessarily limit
[00:44:00.660 --> 00:44:01.660]   their power.
[00:44:01.660 --> 00:44:07.940]   Bloomberg got a copy of the letter sent to the senators, the judiciary committee by Tim
[00:44:07.940 --> 00:44:11.580]   powderly, Apple senior director of government affairs.
[00:44:11.580 --> 00:44:15.820]   He says, quote, "After a tumultuous year that witnessed multiple controversies regarding
[00:44:15.820 --> 00:44:21.500]   social media, whistle blower allegations of long ignored risks to children and ransomware
[00:44:21.500 --> 00:44:27.820]   attacks that hobbled critical infrastructure, it would be ironic if Congress responds by
[00:44:27.820 --> 00:44:34.180]   making it much harder to protect the privacy and security of Americans, personal devices.
[00:44:34.180 --> 00:44:37.620]   Unfortunately, that's what these bills would do."
[00:44:37.620 --> 00:44:45.340]   >> Tim's still filibusters.
[00:44:45.340 --> 00:44:50.340]   I guess the idea is, I'm not sure why I would threaten security.
[00:44:50.340 --> 00:44:52.780]   Google, by the way, says it would do the same thing.
[00:44:52.780 --> 00:44:54.660]   >> Apple believes control equals security.
[00:44:54.660 --> 00:44:58.640]   So any loss of control means that they can't regulate and otherwise protect us from the
[00:44:58.640 --> 00:45:00.380]   vicious, vicious internet out there.
[00:45:00.380 --> 00:45:01.380]   >> Maybe that's it.
[00:45:01.380 --> 00:45:05.220]   >> And the bill also calls out, you can't be the exclusive app store, you have to allow
[00:45:05.220 --> 00:45:07.700]   it to be outside loading, that is going to be a problem.
[00:45:07.700 --> 00:45:15.060]   >> Apple said the bill's erect, very steep obstacles for the company to instate new privacy
[00:45:15.060 --> 00:45:17.060]   controls.
[00:45:17.060 --> 00:45:21.820]   The company also said the legislation would put the app tracking transparency feature
[00:45:21.820 --> 00:45:24.500]   in jeopardy.
[00:45:24.500 --> 00:45:28.500]   Meta doesn't like it, obviously.
[00:45:28.500 --> 00:45:31.860]   So they're going to, it's in committee.
[00:45:31.860 --> 00:45:37.020]   I don't have to remember my schoolhouse rock, but I think that that's a long way.
[00:45:37.020 --> 00:45:38.020]   >> A lot.
[00:45:38.020 --> 00:45:39.020]   >> A lot.
[00:45:39.020 --> 00:45:40.020]   >> A lot.
[00:45:40.020 --> 00:45:41.020]   >> A lot.
[00:45:41.020 --> 00:45:44.380]   >> Some of these bills also will run up against, one of the things they're trying to do is
[00:45:44.380 --> 00:45:47.060]   sidestep the judiciary.
[00:45:47.060 --> 00:45:51.620]   So they have different ways that you can't take it to court and that's unconstitutional.
[00:45:51.620 --> 00:45:55.180]   So they're going to have a problem with the fact that it, they may put, that may be just
[00:45:55.180 --> 00:45:58.520]   an unforced error like the rest of it would go through, but saying you can't use the
[00:45:58.520 --> 00:46:03.760]   courts to manage that is actually usurping the judiciary.
[00:46:03.760 --> 00:46:07.500]   And the judiciary has the choice to say you can't take our power away.
[00:46:07.500 --> 00:46:12.700]   So what you're, that part of it is very problematic.
[00:46:12.700 --> 00:46:15.920]   And the reason that they're doing that is because they can't win in a court of law.
[00:46:15.920 --> 00:46:21.140]   So they're going to make this and it's going to get, it's not going to turn over without
[00:46:21.140 --> 00:46:25.140]   them taking the judiciary out of it because it's unconstitutional.
[00:46:25.140 --> 00:46:32.200]   And so the thing is you can't take the judiciary out of the system and not expect to be taken
[00:46:32.200 --> 00:46:34.000]   straight to the Supreme Court.
[00:46:34.000 --> 00:46:37.880]   And the Supreme Court at this point is probably not going to take that well.
[00:46:37.880 --> 00:46:42.040]   So it's going to be one of those things that, so the thing is that they're going to have
[00:46:42.040 --> 00:46:45.320]   a hard time cutting the judiciary.
[00:46:45.320 --> 00:46:50.160]   The legislative branch cannot cut the judicial branch out of the system very often.
[00:46:50.160 --> 00:46:52.520]   And so that's going to be very problematic for them.
[00:46:52.520 --> 00:46:58.240]   If we just saw what just happened last week, the judiciary is clipping the wings of the
[00:46:58.240 --> 00:46:59.240]   legislative branch.
[00:46:59.240 --> 00:47:01.620]   So problems on the Eastern front for Apple.
[00:47:01.620 --> 00:47:06.980]   Some European carriers are blocking Apple's private relay feature on the iPhone.
[00:47:06.980 --> 00:47:09.460]   Of course they don't like that.
[00:47:09.460 --> 00:47:10.460]   That's not surprising.
[00:47:10.460 --> 00:47:11.740]   Yeah, I didn't talk about that last week.
[00:47:11.740 --> 00:47:12.740]   Oh, did we?
[00:47:12.740 --> 00:47:13.740]   All right.
[00:47:13.740 --> 00:47:15.140]   Oh, yeah, that was the T-Mobile thing.
[00:47:15.140 --> 00:47:16.140]   Yeah, yeah, yeah, yeah.
[00:47:16.140 --> 00:47:17.140]   Right, right, right.
[00:47:17.140 --> 00:47:18.140]   You're right.
[00:47:18.140 --> 00:47:19.140]   I'm sorry.
[00:47:19.140 --> 00:47:20.140]   We did it.
[00:47:20.140 --> 00:47:22.680]   You know, the entire country on their dime.
[00:47:22.680 --> 00:47:24.240]   So conflicting interest.
[00:47:24.240 --> 00:47:26.060]   All right, let's take a little break.
[00:47:26.060 --> 00:47:28.200]   I have to say, I am so impressed.
[00:47:28.200 --> 00:47:32.540]   I've been watching a little bit of football over the last couple of days.
[00:47:32.540 --> 00:47:34.540]   Can you clarify, please?
[00:47:34.540 --> 00:47:37.660]   American Gameplay in America has an egg shaped ball.
[00:47:37.660 --> 00:47:40.060]   I was just curious.
[00:47:40.060 --> 00:47:47.520]   It involves giant players who are padded to look even more gigantic, beating each other
[00:47:47.520 --> 00:47:50.320]   up on the what we call a gridiron.
[00:47:50.320 --> 00:47:53.160]   Not Ted Lasso with lots of great replays.
[00:47:53.160 --> 00:47:55.160]   And not like slow.
[00:47:55.160 --> 00:47:56.920]   Like we play Tony.
[00:47:56.920 --> 00:47:57.920]   Tony Romo.
[00:47:57.920 --> 00:47:59.440]   You got Tony Romo's game.
[00:47:59.440 --> 00:48:02.040]   Oh, man, we enjoyed Tony Romo's game.
[00:48:02.040 --> 00:48:05.240]   He does not, however.
[00:48:05.240 --> 00:48:08.160]   He wanted that game, but he did not.
[00:48:08.160 --> 00:48:10.880]   Yes, we will be watching now the Steelers.
[00:48:10.880 --> 00:48:13.080]   I'm sorry to apologize for.
[00:48:13.080 --> 00:48:14.800]   I was looking for Big Ben.
[00:48:14.800 --> 00:48:19.960]   We were the only thing I wanted was 10 more seconds so that he could get one last touch.
[00:48:19.960 --> 00:48:20.960]   The last one.
[00:48:20.960 --> 00:48:22.760]   He was watching a little bit of touchdown.
[00:48:22.760 --> 00:48:24.800]   It was the Steelers got, you know, they were going to lose.
[00:48:24.800 --> 00:48:25.800]   Yeah.
[00:48:25.800 --> 00:48:29.120]   And I just wish he had one more play as all he needed was to score one touchdown.
[00:48:29.120 --> 00:48:32.040]   His last game at three rivers or whatever they call it these days.
[00:48:32.040 --> 00:48:33.040]   That was good.
[00:48:33.040 --> 00:48:34.040]   Yeah, it was beautiful.
[00:48:34.040 --> 00:48:35.040]   It was moving.
[00:48:35.040 --> 00:48:36.040]   And I really have always liked Ben Roslisberger.
[00:48:36.040 --> 00:48:37.040]   He's a quarterback.
[00:48:37.040 --> 00:48:43.200]   That's the guy who throws the egg shaped ball at other players hoping one of them will catch
[00:48:43.200 --> 00:48:44.200]   it.
[00:48:44.200 --> 00:48:49.400]   In any event, I saw quite a few Apple commercials during these games.
[00:48:49.400 --> 00:48:50.400]   These are expensive commercials.
[00:48:50.400 --> 00:48:52.240]   Are you talking about the Apple Watch commercials?
[00:48:52.240 --> 00:48:53.240]   Yeah, hold on.
[00:48:53.240 --> 00:48:54.240]   We're going to talk about it a bit.
[00:48:54.240 --> 00:48:59.240]   The Apple Watch and the cinema mode, both of which I thought were really apples clearly
[00:48:59.240 --> 00:49:00.920]   got a great new age as well.
[00:49:00.920 --> 00:49:01.920]   Yeah, hold on.
[00:49:01.920 --> 00:49:04.720]   We'll talk about it in a second.
[00:49:04.720 --> 00:49:09.440]   And Apple, you might want to start saving the pennies because the Super Bowl commercials
[00:49:09.440 --> 00:49:14.000]   are going to be I think six and a half million dollars for 30 seconds.
[00:49:14.000 --> 00:49:17.640]   According to Andy, they can just sponsor Mr. Beast at the same view.
[00:49:17.640 --> 00:49:20.200]   Yeah, maybe more.
[00:49:20.200 --> 00:49:23.200]   If you just put an ad on baby shark, you would have had 10 billion views.
