
[00:00:00.000 --> 00:00:05.480]   It's time for Mac break weekly. I'm back. I miss you guys Renee Richie's here Alex Lindsey's here
[01:51:40.300 --> 01:51:45.500]   I liked it. I like I like the new uh, the new templates. This template is really cool. I really like this template
[01:51:45.500 --> 01:51:51.260]   Yeah, and I've barely even customized it. I'm still working on a little bit. I might have to do this. This is really nice looking
[01:51:51.260 --> 01:51:54.780]   I I really dig it. Yeah, i'll make mine red so that people know it's not
[01:51:54.780 --> 01:51:58.540]   Exactly. We'll know the part of the same same umbrella of companies
[01:51:58.540 --> 01:52:03.340]   Yes, uh, but you know my iphone it review is going to be for a couple of weeks because i'm going to be at the new
[01:52:03.340 --> 01:52:05.100]   Comic-Con all week long
[01:52:05.100 --> 01:52:10.860]   and apple times apple times this thing nicely so that I get my loner phone like a week before I
[01:52:10.860 --> 01:52:14.060]   Spend four or five days taking pictures of cosplayers
[01:52:14.060 --> 01:52:18.940]   So those three how if you if you want to know what it looks how good it can take how good pictures
[01:52:18.940 --> 01:52:23.660]   It can take of women and men in green makeup and and and graham horns
[01:52:23.660 --> 01:52:30.140]   You will have your answers very well settled by uh by my review you can also catch andy on the five by five network at the
[01:52:30.140 --> 01:52:36.860]   Enocho almanac and on relay.fm and the material podcast but there again everything and he does is linked to cw ob
[01:52:36.860 --> 01:52:42.060]   Dot com which turns out I didn't even know it to be an i-code dot com
[01:52:42.060 --> 01:52:44.940]   But nobody does feel that
[01:52:44.940 --> 01:52:50.700]   Exactly if I say cw ob people how do you spell that andy how do you spell that yeah?
[01:52:50.700 --> 01:52:57.580]   That was that was always that was my original url and now it's actually i don't really use it that much
[01:52:57.580 --> 01:53:04.540]   But now it's a four-letter domain and so it's really perfect. It's it's it's it's it makes me look like a multi-me and cool in class
[01:53:04.540 --> 01:53:09.420]   Renee ritchie's at i'm where dot com. That's the place I go whenever I get a new
[01:53:09.420 --> 01:53:13.740]   Thing a new doohickey and I want to know how to use it. They're great on all of that and of course
[01:53:13.740 --> 01:53:17.020]   Uh tomorrow you'll be paying attention to the pixel
[01:53:17.020 --> 01:53:21.340]   Launch from google. We got a big pixel event coming up. I know it's yep
[01:53:21.340 --> 01:53:24.700]   I know it's the other guys, but if you're interested in what google's coming
[01:53:24.700 --> 01:53:27.820]   Our android central team will be there. Yeah, we need we need competition
[01:53:27.820 --> 01:53:32.860]   It shouldn't just be Samsung and apple on the you know owning it all if it have a headphone jack
[01:53:32.860 --> 01:53:39.340]   Is the world needs to know it's the big question isn't it? Yeah, uh, we will be covering that uh tomorrow starting at 9 a.m
[01:53:39.340 --> 01:53:40.300]   pacific
[01:53:40.300 --> 01:53:45.020]   uh florants ion and i will be uh be doing head heading the uh team that
[01:53:45.020 --> 01:53:50.780]   Comments on the stream so if you can watch google stream directly of course there's their live streaming it on youtube
[01:53:51.020 --> 01:53:55.900]   But you could also watch us talk about it at twit.tv 9 a em pacific 12 noon
[01:53:55.900 --> 01:54:05.740]   Uh eastern time that's a 1600 utc will we'll we'll go live when google goes live tomorrow for those big announcements
[01:54:05.740 --> 01:54:09.900]   Thanks everybody for being here. We do mac break weekly tuesday's 11 a em pacific 2 p.m
[01:54:09.900 --> 01:54:13.900]   eastern 1800 utc if you want to stop by watch the show and
[01:54:13.900 --> 01:54:16.860]   Hang out with our fine chatroom at irc
[01:54:17.660 --> 01:54:20.780]   Dot twit dot tv. We would love it if you did
[01:54:20.780 --> 01:54:25.340]   But if you can't we make on-demand audio and video available of everything we do
[01:54:25.340 --> 01:54:33.100]   For this show twit dot tv slash m b w i'm sorry andy on that page has a big arrow saying all shows over his head
[01:54:33.100 --> 01:54:38.140]   I don't we something went wrong in the production. It makes me look exotic
[01:54:38.140 --> 01:54:42.860]   We knew we need that drag and drop an ios quick stat pronto
[01:54:42.860 --> 01:54:45.260]   uh, we also uh
[01:54:45.260 --> 01:54:52.860]   Are on every podcast uh appliance that's out there stitcher and slacker and overcast and pocket cast so do subscribe that way
[01:54:52.860 --> 01:54:57.660]   You'll get every episode you can even listen on your echo or your google home on the echo just say hey echo
[01:54:57.660 --> 01:54:59.980]   listen to mac break weekly on
[01:54:59.980 --> 01:55:07.980]   Tune in and you can hear the latest episode or listen live if you go hey echo listen to twit live on tune in
[01:55:07.980 --> 01:55:13.820]   Thanks for being here, but now my friends. It's time to get back to work cuz break time is over
[01:55:14.860 --> 01:55:16.860]   bye-bye
[01:55:16.860 --> 01:55:18.860]   You
[01:55:18.860 --> 01:55:20.860]  , you
[01:55:20.860 --> 01:55:23.440]   (upbeat music)

