;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[00:49:15.600 --> 00:49:21.720]   But it is about like their myriad, yeah, myriad ways that all of their services tie
[00:49:21.720 --> 00:49:22.720]   into each other.
[00:49:22.720 --> 00:49:26.160]   You can almost imagine, you know, going to the front desk after, you know, getting a
[00:49:26.160 --> 00:49:31.440]   health checkup and the like, do you have the, you know, the Amazon Prime app and you scan
[00:49:31.440 --> 00:49:34.600]   the QR code and you get like a discount on the way out or something like that, you know?
[00:49:34.600 --> 00:49:37.880]   I know if you have time, you'll get a discount on for your prescription.
[00:49:37.880 --> 00:49:38.880]   That's going to be the thing, right?
[00:49:38.880 --> 00:49:43.920]   It's like you're going to get some discount on your prescription or you walk into a whole
[00:49:43.920 --> 00:49:49.160]   foods or an Amazon fresh and it pings you and says, hey, like, you have high cholesterol.
[00:49:49.160 --> 00:49:52.560]   You should try these foods or, you know, sponsor foods or whatever.
[00:49:52.560 --> 00:49:57.520]   Like, I can see that very easily happening, you know, where it's like, oh, hey, like, you
[00:49:57.520 --> 00:50:02.240]   are, you, you, your doctor does you have keto, like, you're some keto friendly food options,
[00:50:02.240 --> 00:50:03.520]   you know, things like that.
[00:50:03.520 --> 00:50:07.120]   I can see that happening because you're shopping data.
[00:50:07.120 --> 00:50:13.240]   If you're using Amazon already is that data is already being like sorted out in that way.
[00:50:13.240 --> 00:50:15.960]   They know that stuff about you.
[00:50:15.960 --> 00:50:19.720]   And there's also the concern that people in the household share an Amazon account.
[00:50:19.720 --> 00:50:22.440]   No one has an individual, you know, there's not like five people in the house who all
[00:50:22.440 --> 00:50:24.480]   have their individual Amazon account.
[00:50:24.480 --> 00:50:27.160]   The entire family uses one Amazon account.
[00:50:27.160 --> 00:50:30.040]   But if someone goes to the doctor and they're diagnosed with something that they don't want
[00:50:30.040 --> 00:50:34.640]   the rest of the house to know about whether it's their parents or their spouse or their
[00:50:34.640 --> 00:50:41.520]   partner or whoever, the last thing that person wants is for someone else in the family to
[00:50:41.520 --> 00:50:46.680]   hop on Amazon and find this, like, you know, be, oh, you have hemorrhoids or something,
[00:50:46.680 --> 00:50:47.920]   you know, it's just something that's.
[00:50:47.920 --> 00:50:49.680]   Here's your preparation.
[00:50:49.680 --> 00:50:54.920]   Here's your preparation age or something worse, you know, there's the pregnancies or, you
[00:50:54.920 --> 00:50:59.280]   know, cancers or, you know, there's a lot of things that people, you know, you know,
[00:50:59.280 --> 00:51:00.840]   we don't know how people's lives are.
[00:51:00.840 --> 00:51:02.720]   We don't know like what kind of relationships they're in.
[00:51:02.720 --> 00:51:04.800]   A lot of relationships are extremely abusive.
[00:51:04.800 --> 00:51:11.440]   If you have, if you are pregnant and your abusive partner finds out via just logging on
[00:51:11.440 --> 00:51:15.000]   the Amazon when you were about to go, you know, to have some, you know, take care of
[00:51:15.000 --> 00:51:18.040]   the pregnancy because you do not want to have a child with this horrible person.
[00:51:18.040 --> 00:51:21.960]   Well, now you've just created this whole huge mess for this, for this individual because
[00:51:21.960 --> 00:51:25.440]   you decided you wanted to share data to help people buy stuff.
[00:51:25.440 --> 00:51:26.440]   Yeah.
[00:51:26.440 --> 00:51:31.400]   And to piggyback on that, I mean, with the Dobbs decision and Roe v. Wade, you know,
[00:51:31.400 --> 00:51:35.640]   now that data, that information becomes like more important than ever.
[00:51:35.640 --> 00:51:41.280]   And we all know Amazon hasn't been the greatest at resisting subpoenas from law enforcement
[00:51:41.280 --> 00:51:44.960]   with the Ring Doorbells and other home devices, smart home devices they have.
[00:51:44.960 --> 00:51:50.960]   So yeah, this is like, it's a real kind of, it's a real touchy thing.
[00:51:50.960 --> 00:51:54.880]   I mean, I just people's health data is just like one of the most, it's like health finances.
[00:51:54.880 --> 00:51:59.480]   I mean, there's like some buckets of data that are just really sensitive.
[00:51:59.480 --> 00:52:06.560]   So I mean, they're really, I think I would hope that regulators would make sure that
[00:52:06.560 --> 00:52:08.520]   they, you know, really kind of locked it down.
[00:52:08.520 --> 00:52:11.840]   But again, like you said, Roberto, it's like, you know, they'll just be like, oh, well,
[00:52:11.840 --> 00:52:12.840]   we did it.
[00:52:12.840 --> 00:52:13.840]   And like, oops.
[00:52:13.840 --> 00:52:16.360]   We were handling the data this whole time.
[00:52:16.360 --> 00:52:19.880]   And it's just like, you know, these, if we see this over and over and over again, it's
[00:52:19.880 --> 00:52:22.360]   just it's a it's a pattern.
[00:52:22.360 --> 00:52:24.320]   It's a pattern of behavior.
[00:52:24.320 --> 00:52:27.120]   It's not a thing that's like, oh, well, they made a one mistake.
[00:52:27.120 --> 00:52:28.400]   Like they messed up this time.
[00:52:28.400 --> 00:52:32.320]   And it's like, no, this is, this is pretty regular across so much of the industry.
[00:52:32.320 --> 00:52:33.320]   Right.
[00:52:33.320 --> 00:52:34.320]   Right.
[00:52:34.320 --> 00:52:39.600]   Well, Amazon in buying one medical definitely signals at least their understanding that
[00:52:39.600 --> 00:52:44.280]   they, you know, that they are going to be placed under a lot of scrutiny, a lot of regulatory
[00:52:44.280 --> 00:52:47.080]   oversight as a result of this.
[00:52:47.080 --> 00:52:50.320]   But you know, how much impact is that actually going to have the other thing that
[00:52:50.320 --> 00:52:55.440]   you know, we talked about the story briefly on techniques weekly, me and Micah Sergeant
[00:52:55.440 --> 00:52:57.080]   on Thursday.
[00:52:57.080 --> 00:52:59.880]   And one of the things that we ended up talking about is like, you know, we live in a country
[00:52:59.880 --> 00:53:05.360]   where healthcare is just so, so filled with with holes.
[00:53:05.360 --> 00:53:10.520]   Like it's just a it's a horrible situation here for healthcare for a large, you know,
[00:53:10.520 --> 00:53:14.320]   swath of the population compared to other countries where healthcare is paid for for
[00:53:14.320 --> 00:53:15.320]   everyone.
[00:53:15.320 --> 00:53:17.240]   And you know, here you have to pay through your teeth.
[00:53:17.240 --> 00:53:24.040]   It's something like an Amazon buy of a primary care health, you know, business like this
[00:53:24.040 --> 00:53:29.240]   is able to offer healthcare that enables people who couldn't have afforded it prior
[00:53:29.240 --> 00:53:31.440]   to now suddenly afford it.
[00:53:31.440 --> 00:53:36.280]   And you know, obviously there is the caveat of, okay, yeah, but the data, you know, complications
[00:53:36.280 --> 00:53:37.560]   around that and everything.
[00:53:37.560 --> 00:53:40.160]   But that's also that that is a benefit, right?
[00:53:40.160 --> 00:53:45.680]   Like being able to enable people who couldn't have afforded healthcare before to suddenly
[00:53:45.680 --> 00:53:49.040]   do that in a country where it's just a broken system.
[00:53:49.040 --> 00:53:50.640]   At least there's something there.
[00:53:50.640 --> 00:53:53.080]   But who knows if that's what we're even going to see from Amazon.
[00:53:53.080 --> 00:54:00.120]   I'm just kind of reading the tea leaves from, you know, kind of the prime ethos as it were.
[00:54:00.120 --> 00:54:02.120]   Amazon prime comes with dental.
[00:54:02.120 --> 00:54:03.120]   Yeah.
[00:54:03.120 --> 00:54:09.640]   One tooth for free and one free tooth for every two hundred dollars I spend.
[00:54:09.640 --> 00:54:12.880]   I'm like, oh, I spy.
[00:54:12.880 --> 00:54:19.520]   If you have prime, they'll upgrade your crown from from metal to just porcelain.
[00:54:19.520 --> 00:54:22.280]   That'll be so nice prime porcelain.
[00:54:22.280 --> 00:54:25.320]   Prime porcelain.
[00:54:25.320 --> 00:54:28.920]   I would rather not have Jeff Bezos solve our healthcare crisis.
[00:54:28.920 --> 00:54:29.920]   Yeah, I know.
[00:54:29.920 --> 00:54:30.920]   Right.
[00:54:30.920 --> 00:54:31.920]   Totally.
[00:54:31.920 --> 00:54:34.720]   That's really what it boils down to, right?
[00:54:34.720 --> 00:54:38.880]   And he's not building super yachts or buying places with 50 something toilets.
[00:54:38.880 --> 00:54:41.440]   He's like, you know what I should fix?
[00:54:41.440 --> 00:54:42.440]   Healthcare.
[00:54:42.440 --> 00:54:50.440]   Well, but Megan, allow me to to release that kind of that tension that you have around
[00:54:50.440 --> 00:54:51.800]   Bezos because it's not Bezos.
[00:54:51.800 --> 00:54:52.800]   It's jassy.
[00:54:52.800 --> 00:54:53.800]   So do you trust?
[00:54:53.800 --> 00:54:54.800]   Oh, that's true.
[00:54:54.800 --> 00:54:55.800]   True.
[00:54:55.800 --> 00:54:56.800]   You're right.
[00:54:56.800 --> 00:54:57.800]   You can trust jassy.
[00:54:57.800 --> 00:54:58.800]   Yeah.
[00:54:58.800 --> 00:54:59.800]   We're healthcare.
[00:54:59.800 --> 00:55:00.800]   It's like new Coke.
[00:55:00.800 --> 00:55:01.800]   Yeah.
[00:55:01.800 --> 00:55:02.800]   I feel like better.
[00:55:02.800 --> 00:55:09.160]   I feel like it was so little about jassy, not that I know a ton about Bezos, but I feel
[00:55:09.160 --> 00:55:10.760]   like I do compared to jassy.
[00:55:10.760 --> 00:55:11.760]   I don't know.
[00:55:11.760 --> 00:55:12.760]   Do I want to be out?
[00:55:12.760 --> 00:55:13.760]   Yeah.
[00:55:13.760 --> 00:55:17.320]   I don't want to know anything about billionaires or super rich people anymore.
[00:55:17.320 --> 00:55:19.800]   Like I'm just like, I don't want to hear about you.
[00:55:19.800 --> 00:55:21.360]   Just, just go.
[00:55:21.360 --> 00:55:22.600]   You have so much money.
[00:55:22.600 --> 00:55:26.600]   Just please leave the internet and go and just do whatever with your money.
[00:55:26.600 --> 00:55:27.920]   Good, better and different.
[00:55:27.920 --> 00:55:29.160]   Just leave us all alone.
[00:55:29.160 --> 00:55:32.960]   We're all just trying to enjoy being online until it ends.
[00:55:32.960 --> 00:55:37.000]   Until the collapsed society, can you just go away?
[00:55:37.000 --> 00:55:38.000]   It ends.
[00:55:38.000 --> 00:55:39.800]   And then that's it.
[00:55:39.800 --> 00:55:44.960]   Like right before society collapses, just give us your location so we can go to your
[00:55:44.960 --> 00:55:49.560]   boats and your houses and we can eat all your food because you're one person.
[00:55:49.560 --> 00:55:50.560]   All need just a very young from water worlds.
[00:55:50.560 --> 00:55:52.360]   When that happens, like that's our mathematics.
[00:55:52.360 --> 00:55:56.680]   Like I'll need some crawlers and desert crawler that's like 50 bedrooms.
[00:55:56.680 --> 00:55:58.280]   Fine, whatever, a sand crawler.
[00:55:58.280 --> 00:55:59.600]   I need a jaw with sand crawler.
[00:55:59.600 --> 00:56:00.600]   That's what I need.
[00:56:00.600 --> 00:56:03.800]   But yeah, until then, just please, just billionaires.
[00:56:03.800 --> 00:56:05.680]   If you're listening, stay out.
[00:56:05.680 --> 00:56:07.000]   Just get off the internet, please.
[00:56:07.000 --> 00:56:08.360]   Just don't, don't be on the internet.
[00:56:08.360 --> 00:56:10.280]   I'm begging you.
[00:56:10.280 --> 00:56:11.280]   Hands off be real.
[00:56:11.280 --> 00:56:12.280]   Okay.
[00:56:12.280 --> 00:56:13.280]   Seriously.
[00:56:13.280 --> 00:56:14.280]   Oh no.
[00:56:14.280 --> 00:56:17.880]   Oh, you just ruined be real for me.
[00:56:17.880 --> 00:56:19.680]   Just the anticipation.
[00:56:19.680 --> 00:56:22.120]   Just the anticipation.
[00:56:22.120 --> 00:56:23.120]   Just you wait.
[00:56:23.120 --> 00:56:24.800]   It's going to happen.
[00:56:24.800 --> 00:56:25.800]   Maybe.
[00:56:25.800 --> 00:56:27.400]   Oh, well, it was a good 30 seconds.
[00:56:27.400 --> 00:56:28.400]   Help, please.
[00:56:28.400 --> 00:56:29.600]   It was a good, you had a good run.
[00:56:29.600 --> 00:56:30.600]   You had a good run.
[00:56:30.600 --> 00:56:35.200]   Let's take a break and thank the sponsor of this episode of This Week in Tech.
[00:56:35.200 --> 00:56:38.920]   And then we'll get back and we got plenty more news to walk through.
[00:56:38.920 --> 00:56:40.160]   So we'll get back to that in a second.
[00:56:40.160 --> 00:56:44.520]   But first, this episode of This Week in Tech is brought to you by Audible.
[00:56:44.520 --> 00:56:47.200]   And you know, man, how many years have I been with Audible?
[00:56:47.200 --> 00:56:48.200]   Not as long as Leo.
[00:56:48.200 --> 00:56:52.080]   Leo, when he starts rattling off his stats, I'm always like, man, you.
[00:56:52.080 --> 00:56:55.960]   You could probably listen for like a hundred years, the amount of hours that you have in
[00:56:55.960 --> 00:56:56.960]   your Audible library.
[00:56:56.960 --> 00:56:57.960]   I don't know.
[00:56:57.960 --> 00:57:01.720]   But I have a lot, not quite that much, but it's awesome.
[00:57:01.720 --> 00:57:06.080]   Like all of my spare time filled listening to audiobooks.
[00:57:06.080 --> 00:57:07.640]   I love it.
[00:57:07.640 --> 00:57:10.320]   And you know, our schedules, they're busy.
[00:57:10.320 --> 00:57:11.320]   We're always on the go.
[00:57:11.320 --> 00:57:12.880]   I feel like I'm always on the go.
[00:57:12.880 --> 00:57:16.040]   I don't have a ton of times to do the things that I want to do.
[00:57:16.040 --> 00:57:19.160]   But you know, I can find the time.
[00:57:19.160 --> 00:57:22.040]   If I'm walking my dog, I can find time to listen to an audiobook.
[00:57:22.040 --> 00:57:24.360]   That's why I love Audible.
[00:57:24.360 --> 00:57:28.920]   Audible offers an incredible selection of audiobooks across every genre.
[00:57:28.920 --> 00:57:33.200]   And you go on there, you search for any author, any genre.
[00:57:33.200 --> 00:57:36.080]   You're going to find so many options.
