;FFMETADATA1
title=All the President's Phones
artist=TWiT
album_artist=TWiT
album=This Week in Tech
track=690
genre=Podcast
comment=http://twit.tv/twit
copyright=These netcasts are released under a Creative Commons License - Attribution-NonCommercial-NoDerivatives 4.0 International. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2018
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:02.400]   It's time for Twit.
[00:46:51.480 --> 00:46:52.480]   It's possible.
[00:46:52.480 --> 00:46:53.120]   Yeah.
[00:46:53.120 --> 00:46:54.400]   I mean, I'm sure Linus isn't hurting.
[00:46:54.400 --> 00:46:57.480]   Linus, of course, the creator of Linux as a graduate student,
[00:46:57.480 --> 00:47:02.560]   kept the trademark but didn't keep people
[00:47:02.560 --> 00:47:08.680]   from creating related software or their own versions of Linux.
[00:47:08.680 --> 00:47:10.200]   Now, but you said Red Hat is--
[00:47:10.200 --> 00:47:12.920]   I mean, see, I know Red Hat from way back when
[00:47:12.920 --> 00:47:14.800]   when it was Red Hat Linux.
[00:47:14.800 --> 00:47:19.680]   It was much more than that that they acquired, right?
[00:47:19.680 --> 00:47:20.180]   Yeah.
[00:47:20.180 --> 00:47:23.120]   It's a cloud and open source juggernaut now.
[00:47:23.120 --> 00:47:24.120]   Yeah.
[00:47:24.120 --> 00:47:26.200]   By the way, Linus took a month off
[00:47:26.200 --> 00:47:29.960]   because to deal with anger issues last month,
[00:47:29.960 --> 00:47:31.760]   he's back now.
[00:47:31.760 --> 00:47:33.760]   Maybe he knew when he was angry about that.
[00:47:33.760 --> 00:47:36.080]   I don't know.
[00:47:36.080 --> 00:47:40.680]   A kinder-gentler Linus Torvalds coming back to--
[00:47:40.680 --> 00:47:47.800]   30, 36 days to sort out his role.
[00:47:47.800 --> 00:47:50.560]   And what he was saying, it wasn't just anger issues.
[00:47:50.560 --> 00:47:55.720]   It was the tone that he was setting in the management
[00:47:55.720 --> 00:47:58.000]   of probably the single most important open source
[00:47:58.000 --> 00:48:00.640]   project in the world.
[00:48:00.640 --> 00:48:07.200]   And he was a frankly cruel and dismissive character
[00:48:07.200 --> 00:48:09.400]   to a lot of people.
[00:48:09.400 --> 00:48:12.560]   And people pointed that out.
[00:48:12.560 --> 00:48:15.800]   The whole Linux project did a whole new code of conduct.
[00:48:15.800 --> 00:48:21.840]   And he went away for 36 days and then came back saying,
[00:48:21.840 --> 00:48:25.560]   I've learned things.
[00:48:25.560 --> 00:48:27.360]   I like Linus a lot.
[00:48:27.360 --> 00:48:28.640]   But he's never yelled at me.
[00:48:28.640 --> 00:48:30.040]   So I don't--
[00:48:30.040 --> 00:48:32.720]   I never tried to commit any code to the--
[00:48:32.720 --> 00:48:35.520]   [LAUGHTER]
[00:48:35.520 --> 00:48:38.920]   Now, there was an article that said that in 1999,
[00:48:38.920 --> 00:48:43.280]   Red Hat Linux presented Torvalds with stock options
[00:48:43.280 --> 00:48:45.160]   and gratitude for the work he did.
[00:48:45.160 --> 00:48:46.720]   So maybe he had a big day today.
[00:48:46.720 --> 00:48:47.160]   That would be--
[00:48:47.160 --> 00:48:52.880]   He might have if he stuck with those stop options
[00:48:52.880 --> 00:48:54.160]   and hasn't already sold them.
[00:48:54.160 --> 00:48:56.000]   I guess as he probably still has some,
[00:48:56.000 --> 00:48:59.240]   I would be surprised if he didn't still have some of those.
[00:48:59.240 --> 00:48:59.740]   Good.
[00:48:59.740 --> 00:49:00.720]   I hope that's pretty awesome.
[00:49:00.720 --> 00:49:03.360]   I'd love to see he hit some money going forward.
[00:49:03.360 --> 00:49:04.920]   You have to--
[00:49:04.920 --> 00:49:08.600]   I think the great thing about his story and ultimately,
[00:49:08.600 --> 00:49:13.640]   Red Hat, for better or worse, has been known as the flagship
[00:49:13.640 --> 00:49:16.680]   Linux company, even though that we said they've grown
[00:49:16.680 --> 00:49:21.200]   and are far larger than just Linux itself.
[00:49:21.200 --> 00:49:23.960]   You still have to think that in one sense,
[00:49:23.960 --> 00:49:27.520]   this is sort of a victory for a very public kind of victory
[00:49:27.520 --> 00:49:30.560]   for open source and its journey.
[00:49:30.560 --> 00:49:35.960]   And to Torvalds, he started this as a college student
[00:49:35.960 --> 00:49:39.520]   and welcomed others to build on his work.
[00:49:39.520 --> 00:49:41.000]   And he did.
[00:49:41.000 --> 00:49:41.880]   He changed the world.
[00:49:41.880 --> 00:49:46.240]   He did something amazing that has made the technology world
[00:49:46.240 --> 00:49:48.880]   a better, more open place.
[00:49:48.880 --> 00:49:51.880]   And so you kind of have to tip your hat to him for it.
[00:49:51.880 --> 00:49:55.040]   His timing was singular, too, because he did this in '91
[00:49:55.040 --> 00:49:56.840]   when the internet was starting to emerge
[00:49:56.840 --> 00:50:04.240]   and the idea of collaborative global coding was brand new.
[00:50:04.240 --> 00:50:06.200]   But boy, it couldn't have been a better time.
[00:50:06.200 --> 00:50:09.520]   And of course, I got to point out one more thing, which
[00:50:09.520 --> 00:50:12.080]   is that Linus wrote Git.
[00:50:12.080 --> 00:50:14.680]   So now that Microsoft owns GitHub,
[00:50:14.680 --> 00:50:16.920]   for God knows how many billions of dollars,
[00:50:16.920 --> 00:50:18.960]   I swear to God, this guy--
[00:50:18.960 --> 00:50:20.640]   we talk about Elon Musk a lot.
[00:50:20.640 --> 00:50:21.560]   Maybe Linus Torvalds.
[00:50:21.560 --> 00:50:22.360]   He changed the world.
[00:50:22.360 --> 00:50:23.520]   Yeah, literally changed the world.
[00:50:23.520 --> 00:50:25.280]   I'll get a little more credit.
[00:50:25.280 --> 00:50:26.760]   Yeah.
[00:50:26.760 --> 00:50:28.360]   Yeah.
[00:50:28.360 --> 00:50:30.880]   And obviously, with his recent problems, at least,
[00:50:30.880 --> 00:50:32.600]   he's trying to do the right thing, right?
[00:50:32.600 --> 00:50:33.600]   Yeah.
[00:50:33.600 --> 00:50:36.040]   He's-- so--
[00:50:36.040 --> 00:50:40.080]   and there's been lots of people, lots of imperfect people
[00:50:40.080 --> 00:50:42.280]   that have done amazing things.
[00:50:42.280 --> 00:50:46.680]   And it will be the case for the rest of our life
[00:50:46.680 --> 00:50:48.080]   on this planet.
[00:50:48.080 --> 00:50:50.760]   We live in interesting times.
[00:50:50.760 --> 00:50:51.480]   Let's take a break.
[00:50:51.480 --> 00:50:52.000]   Come back.
[00:50:52.000 --> 00:50:53.240]   There's lots more to talk about.
[00:50:53.240 --> 00:50:54.280]   The bot is here.
[00:50:54.280 --> 00:50:55.120]   It's great to have you.
[00:50:55.120 --> 00:50:57.040]   Ed, the Ed Bot report is on ZD.
[00:50:57.040 --> 00:50:58.640]   Ed, he's at Ed Bot on Twitter.
[00:50:58.640 --> 00:51:00.960]   You're still on the Twitter.
[00:51:00.960 --> 00:51:03.040]   Oh, I'm still on the Twitter.
[00:51:03.040 --> 00:51:03.840]   I love Ed's Twitter.
[00:51:03.840 --> 00:51:04.800]   Just Ed, thank you so much.
[00:51:04.800 --> 00:51:06.600]   Ed, you're a lot of great Twitter lately.
[00:51:06.600 --> 00:51:08.040]   It's a great Twitter.
[00:51:08.040 --> 00:51:09.960]   It is really-- it is well worth following.
[00:51:09.960 --> 00:51:12.280]   It's one of the few reasons I stay on Twitter, honestly.
[00:51:12.280 --> 00:51:13.720]   Everyone's in a while.
[00:51:13.720 --> 00:51:16.000]   You can talk about tech.
[00:51:16.000 --> 00:51:17.840]   Well, and you know, it's really--
[00:51:17.840 --> 00:51:20.920]   it's a lot more fun to follow these events,
[00:51:20.920 --> 00:51:23.200]   like the Apple event and the Microsoft event
[00:51:23.200 --> 00:51:25.720]   when you can follow it through Ed.
[00:51:25.720 --> 00:51:29.720]   By the way, Ed is participating in the traditional Halloween
[00:51:29.720 --> 00:51:32.000]   renaming on Twitter.
[00:51:32.000 --> 00:51:37.280]   His Halloween name 404, Halloween name not found.
[00:51:37.280 --> 00:51:38.720]   Thank you.
[00:51:38.720 --> 00:51:40.240]   Thank you.
[00:51:40.240 --> 00:51:42.120]   Our show today brought-- oh, and I forgot,
[00:51:42.120 --> 00:51:43.960]   Renee Richie, imore.com.
[00:51:43.960 --> 00:51:45.200]   I gave-- I gave Ed a plug.
[00:51:45.200 --> 00:51:47.280]   Forgot to give you one, imore.com/vector
[00:51:47.280 --> 00:51:49.360]   for the fabulous vector podcast.
[00:51:49.360 --> 00:51:50.120]   Thank you so much.
[00:51:50.120 --> 00:51:51.560]   Renee's normally on Mac Break Weekly.
[00:51:51.560 --> 00:51:52.760]   Won't be here to his Tuesday.
[00:51:52.760 --> 00:51:54.080]   I guess he's got a date in Brooklyn.
[00:51:54.080 --> 00:51:55.160]   So I snuck in early.
[00:51:55.160 --> 00:51:55.680]   Yeah.
[00:51:55.680 --> 00:51:57.360]   We thought we'd put him on now.
[00:51:57.360 --> 00:51:59.920]   And Jason Heiner, the great Jason Heiner from Tech
[00:51:59.920 --> 00:52:04.080]   Republic Editor-in-Chief there, he's also at CBS Interactive.
[00:52:04.080 --> 00:52:06.520]   And I guess you'll be writing more than a few Red Hat
[00:52:06.520 --> 00:52:09.480]   stories over the next few days.
[00:52:09.480 --> 00:52:12.520]   Not me, but I have people that will be--
[00:52:12.520 --> 00:52:13.760]   Mr. Vaughn.
[00:52:13.760 --> 00:52:14.760]   I'll be talking about it.
[00:52:14.760 --> 00:52:15.360]   That's for sure.
[00:52:15.360 --> 00:52:17.520]   Our show today brought to you by Audible.
[00:52:17.520 --> 00:52:20.000]   I love-- I don't get to do enough Audible ads.
[00:52:20.000 --> 00:52:22.800]   These days, I save up my Audible picks for the Audible ads.
[00:52:22.800 --> 00:52:25.160]   Audible is a life changer.
[00:52:25.160 --> 00:52:29.920]   I've been an Audible customer since 2000, 18 years now.
[00:52:29.920 --> 00:52:33.200]   And it's kept me from many a road rage incident.
[00:52:33.200 --> 00:52:35.440]   And any time I've got free time, whether it's in the car,
[00:52:35.440 --> 00:52:37.640]   doing the dishes, I love Audible now,
[00:52:37.640 --> 00:52:39.360]   because I could put Audible on my Sonos.
[00:52:39.360 --> 00:52:40.400]   We listen on our Sonos.
[00:52:40.400 --> 00:52:41.960]   I could put it on my Amazon Echo.
[00:52:41.960 --> 00:52:43.440]   I listen on my Amazon Echo.
[00:52:43.440 --> 00:52:45.120]   Of course, I listen on my phone.
[00:52:45.120 --> 00:52:47.720]   And there's so many good books out there.
[00:52:47.720 --> 00:52:49.480]   I'm going to give you some recommendations
[00:52:49.480 --> 00:52:50.120]   before I do.
[00:52:50.120 --> 00:52:52.200]   I'll tell you, you could start a 30-day trial
[00:52:52.200 --> 00:52:55.600]   and get your first audiobook free right now.
[00:52:55.600 --> 00:53:04.200]   If you visit audible.com/twit or text "twit" to 500-500.
[00:53:04.200 --> 00:53:05.840]   Another feature that Audible's just added
[00:53:05.840 --> 00:53:09.080]   that I'm a huge fan of is these Audible originals.
[00:53:09.080 --> 00:53:12.160]   So you not only get the credit for an audiobook,
[00:53:12.160 --> 00:53:14.920]   you'll also get two Audible originals every month
[00:53:14.920 --> 00:53:16.960]   from a rotating selection.
[00:53:16.960 --> 00:53:18.960]   And I have been really enjoying that.
[00:53:18.960 --> 00:53:25.320]   I'm listening to Hi, Bob, which is Bob Newhart's podcast.
[00:53:25.320 --> 00:53:28.040]   That's one of the Audible originals for the month of October.
[00:53:28.040 --> 00:53:30.600]   I'm looking forward to next month.
[00:53:30.600 --> 00:53:34.800]   But there's other great Audible originals of all kinds.
[00:53:34.800 --> 00:53:35.520]   Really fun.
[00:53:35.520 --> 00:53:36.760]   And they're free.
[00:53:36.760 --> 00:53:38.840]   There's something you get.
[00:53:38.840 --> 00:53:40.480]   It's part of being a membership.
[00:53:40.480 --> 00:53:43.240]   Audible members also get to access audio fitness and health
[00:53:43.240 --> 00:53:46.120]   workouts created exclusively for Audible.
[00:53:46.120 --> 00:53:47.360]   Nice thing about the credits.
[00:53:47.360 --> 00:53:48.120]   They roll over.
[00:53:48.120 --> 00:53:51.880]   So I'm sitting on two credits right now.
[00:53:51.880 --> 00:53:53.120]   And I don't know.
[00:53:53.120 --> 00:53:56.560]   I'll tell you what I've been listening to lately.
[00:53:56.560 --> 00:53:57.640]   And I've really enjoyed.
[00:53:57.640 --> 00:54:00.000]   And this I want to really recommend.
[00:54:00.000 --> 00:54:04.480]   It was recommended to me by one of our chatters.
[00:54:04.480 --> 00:54:08.080]   And it took me a while to read, but I enjoyed every minute of it.
[00:54:08.080 --> 00:54:11.120]   It's by an author named Emore Tolls.
[00:54:11.120 --> 00:54:13.560]   It's called A Gentleman in Moscow.
[00:54:13.560 --> 00:54:16.120]   And I just loved it.
[00:54:16.120 --> 00:54:21.440]   It's about a Duke, a Russian Duke, who
[00:54:21.440 --> 00:54:25.560]   was made a non-person in the 1920s by the Bolsheviks
[00:54:25.560 --> 00:54:29.280]   and exiled to the Metropolitan Hotel in Moscow
[00:54:29.280 --> 00:54:31.000]   and lives there for 30 years.
[00:54:31.000 --> 00:54:33.840]   And it's about his 30-year life in the Metropolitan
[00:54:33.840 --> 00:54:37.040]   as the Communist Revolution swirls around him.
[00:54:37.040 --> 00:54:39.440]   And it really is an ode to friendship.
[00:54:39.440 --> 00:54:41.720]   I just adored it.
[00:54:41.720 --> 00:54:43.320]   Do you want to know Audible recommendation, Liam?
[00:54:43.320 --> 00:54:44.680]   From you, Jason, always.
[00:54:44.680 --> 00:54:46.920]   Because I got two credits just sitting here burning it all
[00:54:46.920 --> 00:54:47.920]   in my book.
[00:54:47.920 --> 00:54:48.760]   I got to use those.
[00:54:48.760 --> 00:54:50.920]   OK, I got a good one for you.
[00:54:50.920 --> 00:54:54.760]   "Washington's Farewell" by John Avalon.
[00:54:54.760 --> 00:54:56.280]   So it's about George Washington.
[00:54:56.280 --> 00:54:57.520]   One of the most famous things.
[00:54:57.520 --> 00:55:00.320]   It's kind of not taught much anymore.
[00:55:00.320 --> 00:55:06.160]   But for 150 years or so, it was a very well-known, very
[00:55:06.160 --> 00:55:08.920]   widely taught one of the most published things
[00:55:08.920 --> 00:55:12.040]   in American history was "Washington's Farewell Address."
[00:55:12.040 --> 00:55:15.280]   And it's essentially a--
[00:55:15.280 --> 00:55:17.040]   It could be more timely.
[00:55:17.040 --> 00:55:17.400]   I know.
[00:55:17.400 --> 00:55:19.200]   It couldn't be more timely.
[00:55:19.200 --> 00:55:20.040]   Oh, my gosh.
[00:55:20.040 --> 00:55:22.840]   So it's all about--
[00:55:22.840 --> 00:55:26.040]   it's in one sense a very gentlemanly
[00:55:26.040 --> 00:55:29.360]   polemic against partisan politics.
[00:55:29.360 --> 00:55:36.080]   But it deals also with foreign policy very closely
[00:55:36.080 --> 00:55:40.720]   and talks about the tone of our dialogue even as well.
[00:55:40.720 --> 00:55:41.840]   Couldn't be bad.
[00:55:41.840 --> 00:55:45.240]   So you couldn't find something that's more of an antidote
[00:55:45.240 --> 00:55:51.040]   to what you read and see every day in the news.
[00:55:51.040 --> 00:55:53.400]   And it's also mentioned in Hamilton.
[00:55:53.400 --> 00:55:55.120]   And I know that's a big thing for you too.
[00:55:55.120 --> 00:55:55.640]   Oh, yeah.
[00:55:55.640 --> 00:55:56.160]   Oh, yeah.
[00:55:56.160 --> 00:55:57.160]   Absolutely.
[00:55:57.160 --> 00:55:59.240]   100%.
[00:55:59.240 --> 00:56:02.480]   "Washington's Farewell," the founding father's warning
[00:56:02.480 --> 00:56:05.760]   to future generations by John Avalon.
[00:56:05.760 --> 00:56:08.000]   "Adirine, if you have a pick, don't hesitate.
[00:56:08.000 --> 00:56:09.920]   We like sharing our picks."
[00:56:09.920 --> 00:56:12.880]   And while you're thinking about that,
[00:56:12.880 --> 00:56:17.520]   let me remind you you can all go to audible.com/twit
[00:56:17.520 --> 00:56:20.280]   and start your 30-day trial, your free audiobook,
[00:56:20.280 --> 00:56:23.880]   or text "twit," T-W-I-T to 500 to 500.
[00:56:23.880 --> 00:56:28.400]   A-U-D-I-B-L-E.com/twit or text "twit" to 500.
[00:56:28.400 --> 00:56:29.240]   500.
[00:56:29.240 --> 00:56:30.880]   Lots of new features in the audio app
[00:56:30.880 --> 00:56:32.480]   if you haven't used it, including the ability
[00:56:32.480 --> 00:56:35.440]   to play directly the Sonos speakers, which is great,
[00:56:35.440 --> 00:56:37.360]   because I put my book in the whole house.
