
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[00:54:05.220 --> 00:54:06.940]   Apple's just sitting around going, ha, ha, ha, ha.
[00:54:06.940 --> 00:54:07.780]   I can pull this off.
[00:54:07.780 --> 00:54:10.260]   But whenever these other companies go back into this market,
[00:54:10.260 --> 00:54:13.500]   I expect losses in lower volumes than they anticipate.
[00:54:13.500 --> 00:54:15.580]   I mean, the service project will now finally work.
[00:54:15.580 --> 00:54:17.420]   But how much money does service take for Microsoft
[00:54:17.420 --> 00:54:18.380]   to get right?
[00:54:18.380 --> 00:54:20.300]   And if they keep doing this episodically as Google has,
[00:54:20.300 --> 00:54:21.900]   how can they possibly build the momentum needed
[00:54:21.900 --> 00:54:22.820]   to actually break into it?
[00:54:22.820 --> 00:54:24.220]   So I'm the pessimist.
[00:54:24.220 --> 00:54:24.820]   I was always--
[00:54:24.820 --> 00:54:25.340]   Start to stop.
[00:54:25.340 --> 00:54:26.060]   You got to do it.
[00:54:26.060 --> 00:54:27.700]   I said the same thing, though, about Apple.
[00:54:27.700 --> 00:54:31.660]   I mean, when Apple was sitting pretty making Macintoshes
[00:54:31.660 --> 00:54:36.140]   and iPods-- and this was when in 2007, the iPod was king.
[00:54:36.140 --> 00:54:38.020]   And people said they're going to do a phone.
[00:54:38.020 --> 00:54:40.340]   I said, that's not a business you want to be in.
[00:54:40.340 --> 00:54:42.380]   That's a terrible business.
[00:54:42.380 --> 00:54:44.900]   And at the time, it was a terrible business.
[00:54:44.900 --> 00:54:47.900]   But they-- because they were brilliant,
[00:54:47.900 --> 00:54:50.300]   because they created a platform that was significantly
[00:54:50.300 --> 00:54:51.140]   ahead of the power--
[00:54:51.140 --> 00:54:52.700]   Because they didn't want to get locked out
[00:54:52.700 --> 00:54:54.860]   of a content consumption experience.
[00:54:54.860 --> 00:54:57.300]   Maybe they saw the end of the iPod coming?
[00:54:57.300 --> 00:55:01.580]   They knew that in the future, in the year 2000 or whatever,
[00:55:01.580 --> 00:55:02.580]   they--
[00:55:02.580 --> 00:55:03.660]   The man is still alive.
[00:55:03.660 --> 00:55:05.180]   People would watch women can survive.
[00:55:05.180 --> 00:55:07.260]   People would watch videos and listen to music
[00:55:07.260 --> 00:55:10.020]   and eventually do VR and do all this content consumption.
[00:55:10.020 --> 00:55:13.540]   Apple ultimately does all these different things primarily
[00:55:13.540 --> 00:55:15.380]   for content consumption.
[00:55:15.380 --> 00:55:16.500]   They see that as their business model.
[00:55:16.500 --> 00:55:17.820]   I see that as their business model.
[00:55:17.820 --> 00:55:19.060]   And I think they do, too.
[00:55:19.060 --> 00:55:22.220]   Since Steve Jobs came back and launched the iPod,
[00:55:22.220 --> 00:55:23.940]   they learn, hey, this is what we do.
[00:55:23.940 --> 00:55:25.780]   And so that's why they--
[00:55:25.780 --> 00:55:26.620]   I said the same thing.
[00:55:26.620 --> 00:55:27.420]   I'm like, this is nuts.
[00:55:27.420 --> 00:55:29.220]   They don't know anything about the phone business.
[00:55:29.220 --> 00:55:30.980]   Why are the dunes-- it's crazy.
[00:55:30.980 --> 00:55:31.820]   It's not crazy.
[00:55:31.820 --> 00:55:33.060]   It's true because we were very, very--
[00:55:33.060 --> 00:55:34.740]   Because the phone is a major place
[00:55:34.740 --> 00:55:37.900]   where billions of people will consume content
[00:55:37.900 --> 00:55:39.940]   that they may or may not be paying for.
[00:55:39.940 --> 00:55:43.180]   And so Apple was facing a future where they're just irrelevant
[00:55:43.180 --> 00:55:44.860]   because people are getting their content
[00:55:44.860 --> 00:55:46.340]   and some other people are controlling it.
[00:55:46.340 --> 00:55:48.380]   Wouldn't it be prudent of Google instead of trying
[00:55:48.380 --> 00:55:50.580]   to get in now on the smartphone thing
[00:55:50.580 --> 00:55:52.060]   to look at what's next?
[00:55:52.060 --> 00:55:52.740]   Yeah.
[00:55:52.740 --> 00:55:53.540]   Right?
[00:55:53.540 --> 00:55:53.740]   I mean--
[00:55:53.740 --> 00:55:55.420]   Well, I try that with that thing in your face.
[00:55:55.420 --> 00:55:57.660]   And then we're like, oh, god, you're right.
[00:55:57.660 --> 00:55:58.660]   Well, Mike liked it.
[00:55:58.660 --> 00:56:01.020]   I like-- so--
[00:56:01.020 --> 00:56:02.740]   hey, people are--
[00:56:02.740 --> 00:56:03.740]   People are--
[00:56:03.740 --> 00:56:05.340]   You're like instant back to the--
[00:56:05.340 --> 00:56:06.260]   Well, Mike, you're worth it.
[00:56:06.260 --> 00:56:09.260]   Well, Mike, you're worth anything.
[00:56:09.260 --> 00:56:13.260]   It was dumb looking, but it was cool.
[00:56:13.260 --> 00:56:15.540]   I'm still holding out for the Luxautica,
[00:56:15.540 --> 00:56:18.700]   like sunglasses thing that was built in.
[00:56:18.700 --> 00:56:23.140]   Have you seen the technology that-- who is it?
[00:56:23.140 --> 00:56:24.620]   Who are the lens guys?
[00:56:24.620 --> 00:56:26.020]   Carl Zeiss.
[00:56:26.020 --> 00:56:29.500]   Carl Zeiss has a thing that takes that whole chunky thing
[00:56:29.500 --> 00:56:32.860]   around the outside and builds it into the lens itself.
[00:56:32.860 --> 00:56:33.460]   It's like a--
[00:56:33.460 --> 00:56:34.540]   That's how it should be a heads up.
[00:56:34.540 --> 00:56:34.780]   That just--
[00:56:34.780 --> 00:56:35.280]   Yes.
[00:56:35.280 --> 00:56:36.260]   And that is coming.
[00:56:36.260 --> 00:56:38.180]   But that's never what glass was.
[00:56:38.180 --> 00:56:40.140]   It was a screen over your eyebrow.
[00:56:40.140 --> 00:56:42.980]   But the thing of having screens beamed in your eyes,
[00:56:42.980 --> 00:56:43.700]   that's coming.
[00:56:43.700 --> 00:56:45.220]   And that's going to come in for the mainstream--
[00:56:45.220 --> 00:56:46.220]   It's going to be very interesting.
[00:56:46.220 --> 00:56:48.140]   Of course, Google's looking at contact lenses as well,
[00:56:48.140 --> 00:56:49.780]   which might have that kind of capability.
[00:56:49.780 --> 00:56:50.300]   Yeah.
[00:56:50.300 --> 00:56:52.580]   And we were talking earlier about the wearables in the ear.
[00:56:52.580 --> 00:56:53.700]   I mean, I agree with you.
[00:56:53.700 --> 00:56:56.140]   Wearables is a category.
[00:56:56.140 --> 00:56:57.500]   And smart glasses is--
[00:56:57.500 --> 00:56:58.940]   And we're investing in.
[00:56:58.940 --> 00:57:01.060]   But I think that's what's really interesting is,
[00:57:01.060 --> 00:57:05.300]   I am sure Apple in 2007 looked with great trepidation
[00:57:05.300 --> 00:57:07.340]   in this big bet they were making on the iPhone.
[00:57:07.340 --> 00:57:08.620]   I doubt very much.
[00:57:08.620 --> 00:57:11.100]   Steve Jobs said, you know, in 10 years,
[00:57:11.100 --> 00:57:13.340]   we are going to be the largest company in the world
[00:57:13.340 --> 00:57:16.020]   because we are going to have hit on the next big thing.
[00:57:16.020 --> 00:57:19.820]   It was as much a gamble for them as glass was for Google.
[00:57:19.820 --> 00:57:21.500]   It happened to be a very good gamble.
[00:57:21.500 --> 00:57:22.860]   But they went all in.
[00:57:22.860 --> 00:57:23.380]   No.
[00:57:23.380 --> 00:57:25.180]   So many companies are like, oh, we're going to kind of
[00:57:25.180 --> 00:57:25.660]   want to do it.
[00:57:25.660 --> 00:57:28.060]   And Apple went in and they bullied singular.
[00:57:28.060 --> 00:57:30.140]   And so you know what we don't want anywhere your bloatware?
[00:57:30.140 --> 00:57:31.580]   We don't want your logo on the back.
[00:57:31.580 --> 00:57:32.900]   And so you're like, OK.
[00:57:32.900 --> 00:57:34.260]   OK.
[00:57:34.260 --> 00:57:37.820]   Like you have to-- Apple goes all in.
[00:57:37.820 --> 00:57:39.060]   Glass was on all in bet.
[00:57:39.060 --> 00:57:40.940]   Glass was really interesting addition to Google's--
[00:57:40.940 --> 00:57:41.700]   Google doesn't go all in.
[00:57:41.700 --> 00:57:42.860]   That's exactly the opposite.
[00:57:42.860 --> 00:57:43.860]   That's kind of--
[00:57:43.860 --> 00:57:44.860]   Google's pros.
[00:57:44.860 --> 00:57:47.580]   Oh, spaghetti is as much spaghetti as it can.
[00:57:47.580 --> 00:57:50.100]   And maybe they need more wood behind those arrows.
[00:57:50.100 --> 00:57:51.220]   You can use that in your next--
[00:57:51.220 --> 00:57:51.580]   I will.
[00:57:51.580 --> 00:57:55.420]   And that's a hashtag Leo's advice.
[00:57:55.420 --> 00:57:56.700]   I hate that phrase.
[00:57:56.700 --> 00:57:57.860]   That's like at the end of the day.
[00:57:57.860 --> 00:57:59.620]   You were sure that's just advice, don't you?
[00:57:59.620 --> 00:58:00.580]   Like the tech guy?
[00:58:00.580 --> 00:58:01.340]   No, this is it.
[00:58:01.340 --> 00:58:02.540]   Oh, this is it.
[00:58:02.540 --> 00:58:03.980]   Oh, this is an advice show.
[00:58:03.980 --> 00:58:05.020]   We're really sorry, everyone.
[00:58:05.020 --> 00:58:06.180]   I advise to you, Apple.
[00:58:06.180 --> 00:58:07.500]   I thought this was the other one.
[00:58:07.500 --> 00:58:07.860]   Yeah, no.
[00:58:07.860 --> 00:58:08.500]   You know what Apple does?
[00:58:08.500 --> 00:58:11.100]   You know what Apple does is whatever Leo says,
[00:58:11.100 --> 00:58:12.860]   let's do the other thing.
[00:58:12.860 --> 00:58:14.380]   Leo said-- Leo said that.
[00:58:14.380 --> 00:58:15.100]   Leo said--
[00:58:15.100 --> 00:58:16.540]   No, he's going the phone business.
[00:58:16.540 --> 00:58:17.420]   It's a terrible business.
[00:58:17.420 --> 00:58:19.020]   Leo said, opening retail stores.
[00:58:19.020 --> 00:58:20.700]   Gateway just practically went out of business
[00:58:20.700 --> 00:58:21.420]   with retail stores.
[00:58:21.420 --> 00:58:22.220]   You'd be nuts.
[00:58:22.220 --> 00:58:25.780]   Leo said, Intel, what's wrong with the Power PC?
[00:58:25.780 --> 00:58:26.820]   They're like, that's sell chip.
[00:58:26.820 --> 00:58:28.340]   That's going places, kids.
[00:58:28.340 --> 00:58:29.980]   So all Apple doesn't say all the time.
[00:58:29.980 --> 00:58:31.060]   I know what they're doing.
[00:58:31.060 --> 00:58:31.940]   We can use this.
[00:58:31.940 --> 00:58:32.980]   Leo, repeat after me.
[00:58:32.980 --> 00:58:33.580]   Apple.
[00:58:33.580 --> 00:58:34.100]   Apple.
[00:58:34.100 --> 00:58:35.260]   Remove the headphone jack.
[00:58:35.260 --> 00:58:37.420]   Remove the headphone jack.
[00:58:37.420 --> 00:58:39.340]   No one wants a headphone jack.
[00:58:39.340 --> 00:58:40.140]   Make it a difference.
[00:58:40.140 --> 00:58:41.700]   That's crazy to have them.
[00:58:41.700 --> 00:58:43.540]   Cordered boys, they can't escape.
[00:58:43.540 --> 00:58:46.460]   Why do you still put holes in your hardware?
[00:58:46.460 --> 00:58:47.380]   There's someone at Ethan.
[00:58:47.380 --> 00:58:49.180]   Because Bluetooth is picking up a phone.
[00:58:49.180 --> 00:58:49.820]   Me like, oh, God.
[00:58:49.820 --> 00:58:50.300]   Oh, God.
[00:58:50.300 --> 00:58:51.100]   We made a mistake.
[00:58:51.100 --> 00:58:52.220]   We made holes in your hardware.
[00:58:52.220 --> 00:58:52.740]   That was like--
[00:58:52.740 --> 00:58:53.620]   I'm not in trouble this time.
[00:58:53.620 --> 00:58:54.180]   That was all the time.
[00:58:54.180 --> 00:58:54.580]   No.
[00:58:54.580 --> 00:58:55.860]   Burn all those phones.
[00:58:55.860 --> 00:58:56.220]   No.
[00:58:56.220 --> 00:58:56.740]   Yeah.
[00:58:56.740 --> 00:58:56.740]   Yeah.
[00:58:56.740 --> 00:58:57.380]   Start over.
[00:58:57.380 --> 00:58:57.860]   Start over.
[00:58:57.860 --> 00:58:58.380]   Start over.
[00:58:58.380 --> 00:58:58.940]   Let me take a break.
[00:58:58.940 --> 00:59:00.220]   I'm all in on this thing.
[00:59:00.220 --> 00:59:00.940]   This is so cool.
[00:59:00.940 --> 00:59:03.460]   In fact, this is so funny because I see more and more
[00:59:03.460 --> 00:59:04.220]   of these around.
[00:59:04.220 --> 00:59:07.020]   And I realize, I kind of-- when I see these, I go,
[00:59:07.020 --> 00:59:09.220]   oh, you don't want to lose your stuff either, do you?
[00:59:09.220 --> 00:59:11.140]   I have one on my keys.
[00:59:11.140 --> 00:59:12.700]   It's called the tracker.
[00:59:12.700 --> 00:59:15.860]   And it lets you track your belongings with Bluetooth.
[00:59:15.860 --> 00:59:17.740]   So what happens is you get a tracker.
[00:59:17.740 --> 00:59:20.940]   This is the tracker Bravo, which is very slim and elegant.
[00:59:20.940 --> 00:59:22.020]   Actually, my keys aren't here.
[00:59:22.020 --> 00:59:23.860]   But you know, I'll open this one up.
[00:59:23.860 --> 00:59:25.660]   What color do you like?
[00:59:25.660 --> 00:59:28.540]   You should have a different color for every device.
[00:59:28.540 --> 00:59:30.260]   Animals, you can put them on your cats.
[00:59:30.260 --> 00:59:32.140]   Because they're so small and thin and light.
[00:59:32.140 --> 00:59:34.340]   The tracker Bravo comes with a little-- one
[00:59:34.340 --> 00:59:36.540]   of those little quarter size batteries
[00:59:36.540 --> 00:59:38.540]   that last all year.
[00:59:38.540 --> 00:59:41.180]   When you get the tracker Bravo, you pair it up to your phone.
[00:59:41.180 --> 00:59:42.660]   There's just a little button on it.
[00:59:42.660 --> 00:59:44.380]   They put the tracker app on your phone.
[00:59:44.380 --> 00:59:45.420]   Now, here's what happens.
[00:59:45.420 --> 00:59:48.100]   It's kind of a two way separation alert.
[00:59:48.100 --> 00:59:52.540]   So if your phone and your keys part company,
[00:59:52.540 --> 00:59:53.380]   it will alert you.
[00:59:53.380 --> 00:59:54.860]   If you leave your keys on the beach
[00:59:54.860 --> 00:59:56.940]   and you walk away, your phone will go, beep, beep, beep.
[00:59:56.940 --> 00:59:59.060]   Your keys are out of range.
[00:59:59.060 --> 01:00:01.820]   If you leave your phone behind, the tracker will go, beep,
[01:00:01.820 --> 01:00:02.540]   beep, beep.
[01:00:02.540 --> 01:00:03.580]   And here's a cool thing.
[01:00:03.580 --> 01:00:05.580]   You can push the button on the tracker.
[01:00:05.580 --> 01:00:07.380]   And it will set off an alert on your phone.
[01:00:07.380 --> 01:00:09.900]   Even if your phone is silenced and your phone will start ringing
[01:00:09.900 --> 01:00:11.940]   at you, you can make it anything you want.
[01:00:11.940 --> 01:00:14.940]   I have Black Sabbath Iron Man.
[01:00:14.940 --> 01:00:15.900]   Good choice.
[01:00:15.900 --> 01:00:16.900]   Good choice.
[01:00:16.900 --> 01:00:19.220]   [SINGING]
[01:00:19.220 --> 01:00:19.700]   When I hear that--
[01:00:19.700 --> 01:00:20.220]   I'll stop.
[01:00:20.220 --> 01:00:21.460]   You can't-- you don't want to pay licensing.
[01:00:21.460 --> 01:00:22.580]   I only played four notes.
[01:00:22.580 --> 01:00:23.500]   How many notes do I get?
[01:00:23.500 --> 01:00:24.500]   That was one four notes.
[01:00:24.500 --> 01:00:27.100]   [LAUGHTER]
[01:00:27.100 --> 01:00:29.460]   What's cool, your phone could track up to 10 devices at once.
[01:00:29.460 --> 01:00:31.100]   So get a bunch of them.
[01:00:31.100 --> 01:00:32.580]   These things are fantastic.
[01:00:32.580 --> 01:00:33.580]   Now, here's the other thing.
[01:00:33.580 --> 01:00:35.100]   The only tracker doesn't-- I love it.
[01:00:35.100 --> 01:00:38.140]   They have the largest crowd GPS network in the world.
[01:00:38.140 --> 01:00:39.620]   So you might say, well, Bluetooth, that only
[01:00:39.620 --> 01:00:42.180]   is good for about 100 feet, right?
[01:00:42.180 --> 01:00:45.300]   But if you get past that range-- let's say you leave your keys
[01:00:45.300 --> 01:00:47.060]   in the beach and you go home.
[01:00:47.060 --> 01:00:48.340]   Now you know you've lost your keys.
[01:00:48.340 --> 01:00:49.620]   But how does your tracker know?
[01:00:49.620 --> 01:00:52.140]   Well, first of all, it knows the last time it saw them.
[01:00:52.140 --> 01:00:55.460]   But then if anybody with a tracker walks by your keys,
[01:00:55.460 --> 01:00:59.300]   the tracker on your keys talks to their smartphone app
[01:00:59.300 --> 01:01:00.620]   and says, I'm here.
[01:01:00.620 --> 01:01:01.900]   Tell Leo.
[01:01:01.900 --> 01:01:05.620]   And I get an alert saying, somebody just walked by your keys.
[01:01:05.620 --> 01:01:07.340]   They're on the beach.
[01:01:07.340 --> 01:01:08.340]   That is huge.
[01:01:08.340 --> 01:01:10.500]   And with a million and a half devices out there,
[01:01:10.500 --> 01:01:13.260]   this network is everywhere.
[01:01:13.260 --> 01:01:14.300]   So there's a map.
