
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[00:48:27.100 --> 00:48:31.020]   And so QNX now, which is this very bulletproof low-level
[00:48:31.020 --> 00:48:33.380]   operating system that used in nuclear submarines and power
[00:48:33.380 --> 00:48:36.140]   plants and S16s and stuff like that,
[00:48:36.140 --> 00:48:38.780]   is now becoming the de facto operating system for a lot
[00:48:38.780 --> 00:48:39.780]   of these things, too.
[00:48:39.780 --> 00:48:43.180]   Is Ford out of that business with Microsoft cars?
[00:48:43.180 --> 00:48:44.580]   Microsoft is out.
[00:48:44.580 --> 00:48:47.300]   Yeah, ultimately, the new sync does no longer
[00:48:47.300 --> 00:48:48.180]   uses Microsoft's technology.
[00:48:48.180 --> 00:48:49.780]   Microsoft is still working in automotive.
[00:48:49.780 --> 00:48:50.540]   They have some partners.
[00:48:50.540 --> 00:48:52.500]   But ultimately, no longer with Ford.
[00:48:52.500 --> 00:48:53.740]   Yeah, that was a major announcement.
[00:48:53.740 --> 00:48:56.140]   And I think a big loss for Microsoft.
[00:48:56.140 --> 00:48:59.500]   And then I know my car uses Ubuntu Linux.
[00:48:59.500 --> 00:49:00.940]   I have a Tesla.
[00:49:00.940 --> 00:49:05.460]   I don't imagine there's anybody else using Linux in their cars.
[00:49:05.460 --> 00:49:08.980]   Actually, Linux Automotive Group is doing a lot of great things
[00:49:08.980 --> 00:49:09.340]   as well.
[00:49:09.340 --> 00:49:11.140]   They're working on autonomy quite readily.
[00:49:11.140 --> 00:49:12.820]   And there's a lot of Linux in cars as well,
[00:49:12.820 --> 00:49:15.020]   but they're going to tends to be hidden deeper down below the surface.
[00:49:15.020 --> 00:49:17.380]   Again, a lot of manufacturers aren't really that keen
[00:49:17.380 --> 00:49:19.580]   to talk about what's running on their cars, to be honest with you.
[00:49:19.580 --> 00:49:21.460]   But there's a lot of Android hiding in these systems, too.
[00:49:21.460 --> 00:49:24.340]   We're seeing Android and actually will be running natively
[00:49:24.340 --> 00:49:25.900]   on a dashboard, which is pretty exciting.
[00:49:25.900 --> 00:49:27.220]   So no more Android all.
[00:49:27.220 --> 00:49:29.500]   You'll just have Google Home running your dashboard.
[00:49:29.500 --> 00:49:31.860]   I think it's really interesting that NVIDIA is--
[00:49:31.860 --> 00:49:34.500]   they were talking also about self-driving stuff.
[00:49:34.500 --> 00:49:36.060]   I didn't understand why they were in it.
[00:49:36.060 --> 00:49:36.700]   Now I get it.
[00:49:36.700 --> 00:49:40.180]   GPUs are useful in this environment.
[00:49:40.180 --> 00:49:43.140]   And because they're so good at making their chips efficient,
[00:49:43.140 --> 00:49:45.300]   this was actually a really interesting point.
[00:49:45.300 --> 00:49:47.620]   I had Dennis Shapiro from NVIDIA on a panel.
[00:49:47.620 --> 00:49:48.860]   I did in Detroit last week.
[00:49:48.860 --> 00:49:51.060]   And somebody asked, you know, what kind of power consumption
[00:49:51.060 --> 00:49:51.940]   are you talking about?
[00:49:51.940 --> 00:49:55.060]   And Danny said that you're talking typically about 30 watts
[00:49:55.060 --> 00:49:57.540]   for one of these autonomous GPUs to power a car.
[00:49:57.540 --> 00:50:00.380]   And 30 watts is really not that much power.
[00:50:00.380 --> 00:50:03.100]   You would probably need two of those for a redundancy
[00:50:03.100 --> 00:50:03.820]   sort of situation.
[00:50:03.820 --> 00:50:07.860]   But even so, less than 100 watts is what they're aiming for anyway,
[00:50:07.860 --> 00:50:10.340]   when they have a production-ready version of these GPUs.
[00:50:10.340 --> 00:50:12.020]   And that's essentially relatively low,
[00:50:12.020 --> 00:50:14.500]   because you think about autonomous car and EV.
[00:50:14.500 --> 00:50:16.540]   You want to have all your battery juice going
[00:50:16.540 --> 00:50:18.780]   to actually make you get to where you want to go.
[00:50:18.780 --> 00:50:20.980]   You don't have it burning away at the GPU sitting in your trunk.
[00:50:20.980 --> 00:50:22.340]   So that was actually really interesting.
[00:50:22.340 --> 00:50:24.180]   So now if we just get all those Bitcoin miners
[00:50:24.180 --> 00:50:27.340]   to stop buying up all the NVIDIA video cards,
[00:50:27.340 --> 00:50:30.700]   we can put them in our cars and things will be better.
[00:50:30.700 --> 00:50:31.980]   We were talking about employment.
[00:50:31.980 --> 00:50:35.700]   If you're a 7/11 clerk, this might scare you a little bit.
[00:50:35.700 --> 00:50:38.900]   Amazon Go opens tomorrow.
[00:50:38.900 --> 00:50:40.780]   This is in the Amazon headquarters.
[00:50:40.780 --> 00:50:42.060]   It's the first.
[00:50:42.060 --> 00:50:44.540]   But the idea is there's no humans.
[00:50:44.540 --> 00:50:48.180]   You walk in, it recognizes you, I presume, from your phone.
[00:50:48.180 --> 00:50:49.900]   You pick up what you want.
[00:50:49.900 --> 00:50:53.540]   You walk out, cameras register what you bought
[00:50:53.540 --> 00:50:55.820]   on the shelves and other places,
[00:50:55.820 --> 00:50:58.980]   and charge you for it on, I guess, Android Pay,
[00:50:58.980 --> 00:51:00.500]   or what they call Google Pay now.
[00:51:00.500 --> 00:51:01.940]   Yeah, this is--
[00:51:01.940 --> 00:51:03.340]   Or Amazon Pay, maybe.
[00:51:03.340 --> 00:51:05.540]   You have to register your phone when you walk in.
[00:51:05.540 --> 00:51:08.180]   OK, so you have to say, here's my phone, you scan it.
[00:51:08.180 --> 00:51:10.500]   Now your phone is matched to you.
[00:51:10.500 --> 00:51:13.020]   And then presumably, the system with all the cameras
[00:51:13.020 --> 00:51:16.740]   in the store are taking pictures of you watching where you go.
[00:51:16.740 --> 00:51:18.380]   There are sensors on the products.
[00:51:18.380 --> 00:51:20.860]   I mean, this is like a Vegas minibar, right?
[00:51:20.860 --> 00:51:22.940]   If you take the wine off the shelf, you bought it.
[00:51:22.940 --> 00:51:24.340]   Right, but what was interesting about it
[00:51:24.340 --> 00:51:26.340]   was that apparently in this demo store,
[00:51:26.340 --> 00:51:28.300]   there were still quite a few employees standing around
[00:51:28.300 --> 00:51:31.100]   to do things like ID checks on the alcohol section.
[00:51:31.100 --> 00:51:31.780]   Yeah, of course.
[00:51:31.780 --> 00:51:32.860]   Interesting.
[00:51:32.860 --> 00:51:34.500]   And if you have any experience, and this
[00:51:34.500 --> 00:51:36.900]   is really the basic version of this,
[00:51:36.900 --> 00:51:39.220]   it's not that crazy when you think about self-checkout
[00:51:39.220 --> 00:51:41.220]   at Safeway or what have you.
[00:51:41.220 --> 00:51:42.700]   But I don't know how often you've done that.
[00:51:42.700 --> 00:51:45.540]   I'm forced to do it all the time.
[00:51:45.540 --> 00:51:47.780]   It's a pain in the butt.
[00:51:47.780 --> 00:51:50.980]   There are always checkers having to come over and help people
[00:51:50.980 --> 00:51:53.060]   with their transactions for all kinds of reasons.
[00:51:53.060 --> 00:51:55.540]   And those already existing systems
[00:51:55.540 --> 00:51:58.020]   don't let you take alcohol through them usually.
[00:51:58.020 --> 00:52:01.660]   So I think it's a proof of concept.
[00:52:01.660 --> 00:52:03.460]   And maybe a little bit getting people
[00:52:03.460 --> 00:52:06.660]   used to the idea that you don't have to interact with a human
[00:52:06.660 --> 00:52:09.900]   because kind of like the autonomous driving conversation,
[00:52:09.900 --> 00:52:12.460]   it's something that people will feel uncomfortable with
[00:52:12.460 --> 00:52:14.340]   for a long time until they do it,
[00:52:14.340 --> 00:52:16.540]   and they see those charges pop up easily.
[00:52:16.540 --> 00:52:18.220]   And they'll just be like, wait, I can just come in and go,
[00:52:18.220 --> 00:52:20.220]   how are you going to know and what's going to be fun?
[00:52:20.220 --> 00:52:21.540]   Why are you tracking me?
[00:52:21.540 --> 00:52:24.940]   And as I think they're just getting people used to this idea.
[00:52:24.940 --> 00:52:27.300]   I, that's really you think people are going to have a hard time
[00:52:27.300 --> 00:52:28.700]   because I can't wait.
[00:52:28.700 --> 00:52:31.380]   I think that's exactly what I would love for a corner market.
[00:52:31.380 --> 00:52:33.340]   I just walk in, take what I want and leave.
[00:52:33.340 --> 00:52:36.420]   I think people are not going to like the tracking part of it.
[00:52:36.420 --> 00:52:37.740]   Oh, come on, people get over it.
[00:52:37.740 --> 00:52:39.020]   And I think that they're going to for a little while feel like
[00:52:39.020 --> 00:52:39.860]   they're stealing things.
[00:52:39.860 --> 00:52:41.020]   If you're carrying--
[00:52:41.020 --> 00:52:41.660]   That would be it.
[00:52:41.660 --> 00:52:42.180]   That would be it.
[00:52:42.180 --> 00:52:45.020]   Lindsay is that I would worry that it didn't actually
[00:52:45.020 --> 00:52:47.540]   check the sensor and I've now just stolen a whole bunch of stuff.
[00:52:47.540 --> 00:52:48.740]   That's even better.
[00:52:48.740 --> 00:52:49.540]   Check it.
[00:52:49.540 --> 00:52:50.740]   What are you crazy?
[00:52:50.740 --> 00:52:51.580]   That's even better.
[00:52:51.580 --> 00:52:52.900]   I'm chasing you down the block.
[00:52:52.900 --> 00:52:54.700]   I feel bad for the actual thieves that are like,
[00:52:54.700 --> 00:52:56.860]   I stole this and they're like, no, actually,
[00:52:56.860 --> 00:52:57.820]   it's been charged to you anyway.
[00:52:57.820 --> 00:53:01.740]   One of the New York Times reporter tried to steal,
[00:53:01.740 --> 00:53:05.620]   actually tried to shoplift, and he got charged for it anyway.
[00:53:05.620 --> 00:53:09.420]   So don't-- but I think that that's a bonus.
[00:53:09.420 --> 00:53:11.020]   I think there-- maybe it's a guy thing.
[00:53:11.020 --> 00:53:11.860]   I don't know.
[00:53:11.860 --> 00:53:12.700]   I think-- I don't know.
[00:53:12.700 --> 00:53:14.980]   A lot of guys would say, hey, if they don't charge
[00:53:14.980 --> 00:53:16.060]   me, they don't charge me.
[00:53:16.060 --> 00:53:17.860]   I'm just going to take it.
[00:53:17.860 --> 00:53:19.860]   I can't believe you would feel guilty about that.
[00:53:19.860 --> 00:53:20.980]   I think that people are just going to be--
[00:53:20.980 --> 00:53:22.740]   it's like light.
[00:53:22.740 --> 00:53:24.340]   Like we were talking about earlier,
[00:53:24.340 --> 00:53:26.220]   people feel afraid of change.
[00:53:26.220 --> 00:53:27.740]   This is a big change.
[00:53:27.740 --> 00:53:28.660]   What if it doesn't work?
[00:53:28.660 --> 00:53:30.140]   It just takes time for people to get used to it.
[00:53:30.140 --> 00:53:32.580]   Although I will say that the idea of not having to show people
[00:53:32.580 --> 00:53:34.940]   what I'm buying is great.
[00:53:34.940 --> 00:53:35.300]   Right?
[00:53:35.300 --> 00:53:36.620]   But it's all tracked, right?
[00:53:36.620 --> 00:53:38.660]   So it's not really-- they know what you're buying.
[00:53:38.660 --> 00:53:39.820]   Oh, but they look at it.
[00:53:39.820 --> 00:53:42.220]   You don't think they don't know what you're buying at Walmart?
[00:53:42.220 --> 00:53:43.140]   I mean, come on.
[00:53:43.140 --> 00:53:45.380]   Something really embarrassing.
[00:53:45.380 --> 00:53:46.580]   Someone can now-- OK.
[00:53:46.580 --> 00:53:47.540]   I won't--
[00:53:47.540 --> 00:53:48.540]   Hey, cash.
[00:53:48.540 --> 00:53:51.740]   It would be like, they now know that you bought whatever
[00:53:51.740 --> 00:53:52.900]   cream for whatever--
[00:53:52.900 --> 00:53:53.460]   I think--
[00:53:53.460 --> 00:53:54.620]   They know that anyway.
[00:53:54.620 --> 00:53:58.300]   Embarrassment is a very 20th century idea.
[00:53:58.300 --> 00:53:59.220]   It's gone.
[00:53:59.220 --> 00:54:00.500]   There's no more embarrassment.
[00:54:00.500 --> 00:54:01.620]   It's over.
[00:54:01.620 --> 00:54:03.060]   Just everybody knows everything.
[00:54:03.060 --> 00:54:05.620]   I'm mostly embarrassed about the cheap rosé.
[00:54:05.620 --> 00:54:06.580]   Actually, you should do it.
[00:54:06.580 --> 00:54:07.580]   Yeah, it's embarrassing.
[00:54:07.580 --> 00:54:08.740]   Don't buy that there.
[00:54:08.740 --> 00:54:10.580]   So Nick Wingfield, who was writing the article,
[00:54:10.580 --> 00:54:13.500]   said he tried to trick the camera system by wrapping
[00:54:13.500 --> 00:54:18.580]   a shopping bag around $4.35, 4-pack of vanilla soda
[00:54:18.580 --> 00:54:21.540]   while it was still on his shelf, then tucked it under his arm
[00:54:21.540 --> 00:54:22.980]   and walked out of the store.
[00:54:22.980 --> 00:54:24.620]   He still got charged.
[00:54:24.620 --> 00:54:25.660]   Sorry, Nick.
[00:54:25.660 --> 00:54:26.180]   Let's try.
[00:54:26.180 --> 00:54:27.580]   Thanks for shopping.
[00:54:27.580 --> 00:54:31.820]   You just bought $4.35 with a dry soda that you didn't want.
[00:54:31.820 --> 00:54:34.180]   Was there an RF idea as part of this?
[00:54:34.180 --> 00:54:35.020]   I don't know.
[00:54:35.020 --> 00:54:37.420]   I didn't see that in this piece.
[00:54:37.420 --> 00:54:38.740]   No, they implied it was all for cameras.
[00:54:38.740 --> 00:54:42.660]   Just cameras, your location in the store,
[00:54:42.660 --> 00:54:45.300]   and added to shots of you.
[00:54:45.300 --> 00:54:49.180]   I feel bad about people who work at 7-Eleven stores.
[00:54:49.180 --> 00:54:50.020]   But--
[00:54:50.020 --> 00:54:51.860]   because I mean, really--
[00:54:51.860 --> 00:54:53.140]   Or any stores.
[00:54:53.140 --> 00:54:54.620]   Or bodegas.
[00:54:54.620 --> 00:54:56.900]   We are going to see fewer and fewer entry level jobs
[00:54:56.900 --> 00:54:57.900]   in general, right?
[00:54:57.900 --> 00:55:02.340]   Drivers, Uber drivers, convenience stores.
[00:55:02.340 --> 00:55:04.700]   But what is more convenient than have--
[00:55:04.700 --> 00:55:06.620]   and you could put little ones of these everywhere.
[00:55:06.620 --> 00:55:07.980]   You don't have to put wine in them.
[00:55:07.980 --> 00:55:09.380]   You just put little ones of them everywhere,
[00:55:09.380 --> 00:55:12.460]   and you just walk in, grab something, and go.
[00:55:12.460 --> 00:55:14.540]   I think that's the future.
[00:55:14.540 --> 00:55:15.460]   I'm going to predict this--
[00:55:15.460 --> 00:55:18.140]   I still have to walk in though, Leo.
[00:55:18.140 --> 00:55:20.940]   Like, that's the problem is that I don't want to have to walk in.
[00:55:20.940 --> 00:55:22.700]   Once I've walked in, I actually prefer
[00:55:22.700 --> 00:55:25.020]   to have a cashier than doing a self-checkout.
