
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[01:00:06.160 --> 01:00:07.160]   means.
[01:00:07.160 --> 01:00:12.280]   Are there other ways, would you say that this is being used besides social control and
[01:00:12.280 --> 01:00:13.280]   economic purposes?
[01:00:13.280 --> 01:00:14.280]   Yeah.
[01:00:14.280 --> 01:00:19.480]   I think I would like to give a shout out to the mayor of Louisville who says that cities
[01:00:19.480 --> 01:00:21.880]   and governments are a platform for human potential.
[01:00:21.880 --> 01:00:22.880]   That's what they should be.
[01:00:22.880 --> 01:00:23.880]   See, that's interesting.
[01:00:23.880 --> 01:00:25.760]   I love that concept.
[01:00:25.760 --> 01:00:34.080]   They can foster the population to be more actualized, more efficient, more productive,
[01:00:34.080 --> 01:00:35.080]   happier.
[01:00:35.080 --> 01:00:36.080]   Yeah.
[01:00:36.080 --> 01:00:37.080]   That is a great vision.
[01:00:37.080 --> 01:00:38.080]   I love that.
[01:00:38.080 --> 01:00:39.080]   I love that.
[01:00:39.080 --> 01:00:40.080]   I love that possible.
[01:00:40.080 --> 01:00:42.080]   So, shout out to make fish that way.
[01:00:42.080 --> 01:00:43.080]   Or could go the other way.
[01:00:43.080 --> 01:00:44.080]   Yeah.
[01:00:44.080 --> 01:00:49.360]   Well, there is another piece of this, which is that, so if AI is the next era of computing,
[01:00:49.360 --> 01:00:50.920]   everything else is layered on top of that.
[01:00:50.920 --> 01:00:54.800]   So I would argue that AI is not the most important technology going forward.
[01:00:54.800 --> 01:00:59.600]   The biology is the most important technology platform of the whole 21st century.
[01:00:59.600 --> 01:01:02.160]   We're about to have it sold to no big revolution.
[01:01:02.160 --> 01:01:03.160]   Right.
[01:01:03.160 --> 01:01:07.360]   So that's why it's so important to look at all these different things and connect dots.
[01:01:07.360 --> 01:01:13.160]   Smart cities, Dubai and Saudi Arabia are both doing really interesting things to change
[01:01:13.160 --> 01:01:20.040]   the electric grid and to send power in new ways and optimize so that they're off traditional
[01:01:20.040 --> 01:01:22.640]   power sources, but that plugs into AI as well.
[01:01:22.640 --> 01:01:27.720]   So there's a vested interest in becoming the, you know, China is quickly becoming the global
[01:01:27.720 --> 01:01:32.840]   hegemon, which would mean that we're all much more reliant on China, not just for direct
[01:01:32.840 --> 01:01:38.240]   economic investment, but potentially for things like power or the soft robots that will live
[01:01:38.240 --> 01:01:40.040]   inside of our bodies.
[01:01:40.040 --> 01:01:41.680]   It may be this is a stereotype.
[01:01:41.680 --> 01:01:44.400]   Correct me if I'm completely mistaken.
[01:01:44.400 --> 01:01:47.760]   But my sense of Americans is we're rugged individualists.
[01:01:47.760 --> 01:01:51.360]   This nation was born on the notion of I'm going my own way.
[01:01:51.360 --> 01:01:53.480]   I'm going to believe what I want.
[01:01:53.480 --> 01:01:57.040]   But that billboard up on America, like so what don't tread on me.
[01:01:57.040 --> 01:01:58.040]   I cross the street.
[01:01:58.040 --> 01:01:59.040]   So yeah, so what?
[01:01:59.040 --> 01:02:01.800]   Well, I think that to be fair, that depends on who you are.
[01:02:01.800 --> 01:02:04.520]   That's like rugged individualism as long as you look like me.
[01:02:04.520 --> 01:02:05.520]   Yeah.
[01:02:05.520 --> 01:02:07.360]   Well, no, but that's part of it too.
[01:02:07.360 --> 01:02:08.360]   We have to face it.
[01:02:08.360 --> 01:02:10.080]   America is a country that was built on slavery.
[01:02:10.080 --> 01:02:14.480]   And so there is a kind of an endemic history of racism in this country that we have to
[01:02:14.480 --> 01:02:15.480]   own up to.
[01:02:15.480 --> 01:02:16.480]   Absolutely.
[01:02:16.480 --> 01:02:20.640]   Is this fundamental notion of the individual and individual rights?
[01:02:20.640 --> 01:02:25.920]   Whereas I, is this a complete stereotype, Amy, but I feel like China, because of confusion
[01:02:25.920 --> 01:02:31.240]   is in particularly, which really promoted the notion of society being the greater good.
[01:02:31.240 --> 01:02:34.480]   The individual is less important than society.
[01:02:34.480 --> 01:02:36.120]   Is that correct?
[01:02:36.120 --> 01:02:42.160]   That's that is very true in places like Japan and China and Korea.
[01:02:42.160 --> 01:02:45.600]   However, you know, it's 1.4 billion people in China.
[01:02:45.600 --> 01:02:48.240]   So not everybody's on the exact same page all the time about everything.
[01:02:48.240 --> 01:02:49.240]   Yeah.
[01:02:49.240 --> 01:02:51.080]   And not all Americans are rugged individualists.
[01:02:51.080 --> 01:02:56.920]   However, I think that the kinds of things we're talking about are anathema to rugged
[01:02:56.920 --> 01:03:05.040]   individualists and fit right into the worldview of a country where the society is paramount
[01:03:05.040 --> 01:03:06.040]   to the individual.
[01:03:06.040 --> 01:03:08.400]   I think that they would China we have to think of too.
[01:03:08.400 --> 01:03:10.200]   Do we want to live in a society like that?
[01:03:10.200 --> 01:03:11.200]   That's what I want to know.
[01:03:11.200 --> 01:03:12.200]   I don't.
[01:03:12.200 --> 01:03:15.400]   You know, China has this important work.
[01:03:15.400 --> 01:03:17.040]   They're doing an AI.
[01:03:17.040 --> 01:03:24.720]   Much of it is anathema to the values that that we have in the West in terms of privacy
[01:03:24.720 --> 01:03:31.120]   and expectations of data, security, all of these things.
[01:03:31.120 --> 01:03:38.040]   But we also have to remember that, you know, China is happy serving 1.4 billion people
[01:03:38.040 --> 01:03:41.760]   today and the companies there and the society.
[01:03:41.760 --> 01:03:46.400]   So they're happy having a certain myopic viewpoint.
[01:03:46.400 --> 01:03:48.400]   Collectivism has been very powerful for them.
[01:03:48.400 --> 01:03:49.400]   Yes.
[01:03:49.400 --> 01:03:56.320]   And that myopic viewpoint works for them, but it will get to a point where they will, even
[01:03:56.320 --> 01:04:01.720]   if it works perfectly, which I think you still have, there are still a lot of people to Amy's
[01:04:01.720 --> 01:04:09.040]   point in China who are dissenters to that point of view about, you know, the government having
[01:04:09.040 --> 01:04:10.040]   such a whole world.
[01:04:10.040 --> 01:04:11.040]   Which way is the world moving?
[01:04:11.040 --> 01:04:14.200]   Is it moving to collectivism or individualism?
[01:04:14.200 --> 01:04:19.200]   I mean, and what will these technologies do to the world?
[01:04:19.200 --> 01:04:23.320]   You know, I would, I would submit that the, the, the genomics revolution might move us
[01:04:23.320 --> 01:04:26.000]   more towards individualism.
[01:04:26.000 --> 01:04:29.680]   But that's going to really exacerbate the difference than the haves and the have nots.
[01:04:29.680 --> 01:04:37.360]   If I can, if I can with enough money, make sure my kids are smarter, faster, better than
[01:04:37.360 --> 01:04:38.360]   your kids.
[01:04:38.360 --> 01:04:39.840]   But that's happening in China.
[01:04:39.840 --> 01:04:40.840]   That's problematic.
[01:04:40.840 --> 01:04:43.080]   That's happening in China.
[01:04:43.080 --> 01:04:46.280]   I think that we're some, it's like elective collectivism.
[01:04:46.280 --> 01:04:47.280]   Oh boy.
[01:04:47.280 --> 01:04:52.120]   And it's, I mean, we get really wonky here, but I feel like there's a way in which we
[01:04:52.120 --> 01:04:57.360]   are moving beyond the bounds of typical government government because we're starting to build
[01:04:57.360 --> 01:04:58.520]   our own communities online.
[01:04:58.520 --> 01:05:00.000]   We need to save the planet.
[01:05:00.000 --> 01:05:03.760]   That may end up being so important that we have to abandon individualism.
[01:05:03.760 --> 01:05:09.840]   Well, and it could be that we take our individual cultures, apply them across regional boundaries
[01:05:09.840 --> 01:05:10.840]   and physical boundaries.
[01:05:10.840 --> 01:05:12.640]   There's been a lot of sci-fi about this, right?
[01:05:12.640 --> 01:05:13.640]   Yeah.
[01:05:13.640 --> 01:05:17.440]   This idea that we start to form nations that have to do more with our ideologies and our
[01:05:17.440 --> 01:05:21.480]   interests than they have to do with our governments.
[01:05:21.480 --> 01:05:26.640]   And to a certain degree, social media is kind of allowing us to do that and to block out
[01:05:26.640 --> 01:05:31.680]   the ideas and interests of anyone else physically around us, which I think is super weird.
[01:05:31.680 --> 01:05:35.080]   It's collectivism as long as we don't pay attention to our neighbors.
[01:05:35.080 --> 01:05:37.880]   I mean, the East and West are becoming more and more integrated, right?
[01:05:37.880 --> 01:05:45.840]   So the individualism and collectivism are going to meet and find a balance in there naturally,
[01:05:45.840 --> 01:05:50.360]   just by the fact that the world itself is becoming so much smaller.
[01:05:50.360 --> 01:05:52.520]   It's becoming so much more integrated.
[01:05:52.520 --> 01:05:58.120]   It's becoming so influenced by one another.
[01:05:58.120 --> 01:06:02.440]   And that's what I was getting to with China is while China is doing certain things with
[01:06:02.440 --> 01:06:08.400]   data today, eventually those companies are going to want to become global companies and
[01:06:08.400 --> 01:06:14.640]   those standards and those ways of dealing with people and their users are not going to
[01:06:14.640 --> 01:06:17.560]   be acceptable globally.
[01:06:17.560 --> 01:06:18.560]   Which companies?
[01:06:18.560 --> 01:06:20.200]   Are you talking about Tencent, Alibaba and Baidu?
[01:06:20.200 --> 01:06:21.200]   Yes.
[01:06:21.200 --> 01:06:22.200]   Yes.
[01:06:22.200 --> 01:06:23.200]   They are global companies.
[01:06:23.200 --> 01:06:24.200]   Well, they are.
[01:06:24.200 --> 01:06:25.200]   But...
[01:06:25.200 --> 01:06:26.200]   Well, are they?
[01:06:26.200 --> 01:06:28.200]   I mean, not in the same way that Google...
[01:06:28.200 --> 01:06:29.200]   Google's not global.
[01:06:29.200 --> 01:06:30.200]   Google's not...
[01:06:30.200 --> 01:06:32.440]   By revenue, by numbers?
[01:06:32.440 --> 01:06:34.440]   Absolutely not.
[01:06:34.440 --> 01:06:37.880]   By revenue and by numbers, those three companies are...
[01:06:37.880 --> 01:06:38.880]   Alibaba is Amazon.
[01:06:38.880 --> 01:06:42.600]   Yeah, but it doesn't have a presence in the West or doesn't.
[01:06:42.600 --> 01:06:44.120]   Do they need to have...
[01:06:44.120 --> 01:06:51.080]   Well, okay, so then the question has to do with how we are valuing these organizations.
[01:06:51.080 --> 01:06:57.440]   If these organizations are making as much or more in revenue and if they have as much
[01:06:57.440 --> 01:07:03.800]   or more influence over their designated population, then what does it matter that they're not
[01:07:03.800 --> 01:07:05.960]   in every single country around the world?
[01:07:05.960 --> 01:07:06.960]   It doesn't matter.
[01:07:06.960 --> 01:07:08.200]   What I'm saying, eventually they'll want to be.
[01:07:08.200 --> 01:07:13.560]   You know, when I was there and I talked to them, I asked this question across the board
[01:07:13.560 --> 01:07:16.800]   because they have products, they have very compelling things they've done.
[01:07:16.800 --> 01:07:23.680]   They are innovating very quickly in a number of ways and I asked them, you know, in each
[01:07:23.680 --> 01:07:28.920]   one and got a very similar answer, the question of, you know, when are you going to bring this
[01:07:28.920 --> 01:07:29.920]   to Europe?
[01:07:29.920 --> 01:07:34.680]   What are you going to do in the US and North America?
[01:07:34.680 --> 01:07:40.200]   And the question, the answer, each case was, right now we're really focused on China.
[01:07:40.200 --> 01:07:41.200]   Other than Huawei.
[01:07:41.200 --> 01:07:44.120]   Huawei is actually...
[01:07:44.120 --> 01:07:46.120]   And they've been at this longer as a global company.
[01:07:46.120 --> 01:07:48.520]   It's the same thing though with Amazon, right?
[01:07:48.520 --> 01:07:51.480]   Amazon's really focused on the US to somewhat lesser...
[01:07:51.480 --> 01:07:52.680]   A little bit to Europe.
[01:07:52.680 --> 01:07:56.480]   Sorry, but I know Alibaba wants to be here so badly.
[01:07:56.480 --> 01:07:59.520]   And I'm sure Jeff Bezos would love to be in China.
[01:07:59.520 --> 01:08:00.520]   And we'll figure it out.
[01:08:00.520 --> 01:08:01.520]   I actually think it's more...
[01:08:01.520 --> 01:08:06.080]   I personally think it's more likely that Alibaba will end up here than Amazon will end up in
[01:08:06.080 --> 01:08:07.840]   China for regulatory reasons.
[01:08:07.840 --> 01:08:08.840]   Right.
[01:08:08.840 --> 01:08:09.840]   I don't know.
[01:08:09.840 --> 01:08:10.840]   I...
[01:08:10.840 --> 01:08:14.480]   Given the tension right now, I have a feeling that they'll get hit with regulation because
