
[00:00:00.000 --> 00:00:02.000]   It's time for Twit.
[00:38:30.240 --> 00:38:31.240]   We're done.
[00:38:31.240 --> 00:38:32.240]   We're done.
[00:38:32.240 --> 00:38:33.240]   We're done.
[00:38:33.240 --> 00:38:34.240]   We're done.
[00:38:34.240 --> 00:38:35.240]   We're done.
[00:38:35.240 --> 00:38:36.240]   We're done.
[00:38:36.240 --> 00:38:37.240]   We're done.
[00:38:37.240 --> 00:38:38.240]   We're done.
[00:38:38.240 --> 00:38:39.240]   We're done.
[00:38:39.240 --> 00:38:40.240]   We're done.
[00:38:40.240 --> 00:38:41.240]   We're done.
[00:38:41.240 --> 00:38:42.240]   We're done.
[00:38:42.240 --> 00:38:43.240]   We're done.
[00:38:43.240 --> 00:38:44.240]   We're done.
[00:38:44.240 --> 00:38:45.240]   We're done.
[00:38:45.240 --> 00:38:46.240]   We're done.
[00:38:46.240 --> 00:38:47.240]   We're done.
[00:38:47.240 --> 00:38:48.240]   We're done.
[00:38:48.240 --> 00:38:49.240]   We're done.
[00:38:49.240 --> 00:38:50.240]   We're done.
[00:38:50.240 --> 00:38:51.240]   We're done.
[00:38:51.240 --> 00:38:52.240]   We're done.
[00:38:52.240 --> 00:38:53.240]   We're done.
[00:38:53.240 --> 00:38:54.240]   We're done.
[00:38:54.240 --> 00:38:55.240]   We're done.
[00:38:55.240 --> 00:38:56.240]   We're done.
[00:38:56.240 --> 00:38:57.240]   We're done.
[00:38:57.240 --> 00:38:58.240]   We're done.
[00:38:58.240 --> 00:38:59.240]   We're done.
[00:38:59.240 --> 00:39:00.240]   We're done.
[00:39:00.240 --> 00:39:01.240]   We're done.
[00:39:01.240 --> 00:39:02.240]   We're done.
[00:39:02.240 --> 00:39:03.240]   We're done.
[00:39:03.240 --> 00:39:04.240]   We're done.
[00:39:04.240 --> 00:39:05.240]   We're done.
[00:39:05.240 --> 00:39:06.240]   We're done.
[00:39:06.240 --> 00:39:07.240]   We're done.
[00:39:07.240 --> 00:39:08.240]   We're done.
[00:39:08.240 --> 00:39:09.240]   We're done.
[00:39:09.240 --> 00:39:10.240]   We're done.
[00:39:10.240 --> 00:39:11.240]   We're done.
[00:39:11.240 --> 00:39:12.240]   We're done.
[00:39:12.240 --> 00:39:13.240]   We're done.
[00:39:13.240 --> 00:39:14.240]   We're done.
[00:39:14.240 --> 00:39:15.240]   We're done.
[00:39:15.240 --> 00:39:16.240]   We're done.
[00:39:16.240 --> 00:39:17.240]   We're done.
[00:39:17.240 --> 00:39:18.240]   We're done.
[00:39:18.240 --> 00:39:19.240]   We're done.
[00:39:19.240 --> 00:39:20.240]   We're done.
[00:39:20.240 --> 00:39:21.240]   We're done.
[00:39:21.240 --> 00:39:22.240]   We're done.
[00:39:22.240 --> 00:39:23.240]   We're done.
[00:39:23.240 --> 00:39:24.240]   We're done.
[00:39:24.240 --> 00:39:25.240]   We're done.
[00:39:25.240 --> 00:39:26.240]   We're done.
[00:39:26.240 --> 00:39:27.240]   We're done.
[00:39:27.240 --> 00:39:28.240]   We're done.
[00:39:28.240 --> 00:39:29.240]   We're done.
[00:39:29.240 --> 00:39:30.240]   We're done.
[00:39:30.240 --> 00:39:31.240]   We're done.
[00:39:31.240 --> 00:39:32.240]   We're done.
[00:39:32.240 --> 00:39:33.240]   We're done.
[00:39:33.240 --> 00:39:34.240]   We're done.
[00:39:34.240 --> 00:39:35.240]   We're done.
[00:39:35.240 --> 00:39:36.240]   We're done.
[00:39:36.240 --> 00:39:37.240]   We're done.
[00:39:37.240 --> 00:39:38.240]   We're done.
[00:39:38.240 --> 00:39:39.240]   We're done.
[00:39:39.240 --> 00:39:40.240]   We're done.
[00:39:40.240 --> 00:39:41.240]   We're done.
[00:39:41.240 --> 00:39:42.240]   We're done.
[00:39:42.240 --> 00:39:43.240]   We're done.
[00:39:43.240 --> 00:39:44.240]   We're done.
[00:39:44.240 --> 00:39:45.240]   We're done.
[00:39:45.240 --> 00:39:46.240]   We're done.
[00:39:46.240 --> 00:39:47.240]   We're done.
[00:39:47.240 --> 00:39:48.240]   We're done.
[00:39:48.240 --> 00:39:49.240]   We're done.
[00:39:49.240 --> 00:39:50.240]   We're done.
[00:39:50.240 --> 00:39:51.240]   We're done.
[00:39:51.240 --> 00:39:52.240]   We're done.
[00:39:52.240 --> 00:39:53.240]   We're done.
[00:39:53.240 --> 00:39:54.240]   We're done.
[00:39:54.240 --> 00:39:55.240]   We're done.
[00:39:55.240 --> 00:39:56.240]   We're done.
[00:39:56.240 --> 00:39:57.240]   We're done.
[00:39:57.240 --> 00:39:58.240]   We're done.
[00:39:58.240 --> 00:39:59.240]   We're done.
[00:39:59.240 --> 00:40:00.240]   We're done.
[00:40:00.240 --> 00:40:01.240]   We're done.
[00:40:01.240 --> 00:40:02.240]   We're done.
[00:40:02.240 --> 00:40:03.240]   We're done.
[00:40:03.240 --> 00:40:04.240]   We're done.
[00:40:04.240 --> 00:40:05.240]   We're done.
[00:40:05.240 --> 00:40:06.240]   We're done.
[00:40:06.240 --> 00:40:07.240]   We're done.
[00:40:07.240 --> 00:40:08.240]   We're done.
[00:40:08.240 --> 00:40:09.240]   We're done.
[00:40:09.240 --> 00:40:10.240]   We're done.
[00:40:10.240 --> 00:40:11.240]   We're done.
[00:40:11.240 --> 00:40:12.240]   We're done.
[00:40:12.240 --> 00:40:13.240]   We're done.
[00:40:13.240 --> 00:40:14.240]   We're done.
[00:40:14.240 --> 00:40:15.240]   We're done.
[00:40:15.240 --> 00:40:16.240]   We're done.
[00:40:16.240 --> 00:40:17.240]   We're done.
[00:40:17.240 --> 00:40:18.240]   We're done.
[00:40:18.240 --> 00:40:19.240]   We're done.
[00:40:19.240 --> 00:40:20.240]   We're done.
[00:40:20.240 --> 00:40:21.240]   We're done.
[00:40:21.240 --> 00:40:22.240]   We're done.
[00:40:22.240 --> 00:40:23.240]   We're done.
[00:40:23.240 --> 00:40:24.240]   We're done.
[00:40:24.240 --> 00:40:25.240]   We're done.
[00:40:25.240 --> 00:40:26.240]   We're done.
[00:40:26.240 --> 00:40:27.240]   We're done.
[00:40:27.240 --> 00:40:28.240]   We're done.
[00:40:28.240 --> 00:40:29.240]   We're done.
[00:40:29.240 --> 00:40:30.240]   We're done.
[00:40:30.240 --> 00:40:31.240]   We're done.
[00:40:31.240 --> 00:40:32.240]   We're done.
[00:40:32.240 --> 00:40:33.240]   We're done.
[00:40:33.240 --> 00:40:34.240]   We're done.
[00:40:34.240 --> 00:40:35.240]   We're done.
[00:40:35.240 --> 00:40:36.240]   We're done.
[00:40:36.240 --> 00:40:37.240]   We're done.
[00:40:37.240 --> 00:40:38.240]   We're done.
[00:40:38.240 --> 00:40:39.240]   We're done.
[00:40:39.240 --> 00:40:40.240]   We're done.
[00:40:40.240 --> 00:40:41.240]   We're done.
[00:40:41.240 --> 00:40:42.240]   We're done.
[00:40:42.240 --> 00:40:43.240]   We're done.
[00:40:43.240 --> 00:40:44.240]   We're done.
[00:40:44.240 --> 00:40:45.240]   We're done.
[00:40:45.240 --> 00:40:46.240]   We're done.
[00:40:46.240 --> 00:40:47.240]   We're done.
[00:40:47.240 --> 00:40:48.240]   We're done.
[00:40:48.240 --> 00:40:49.240]   We're done.
[00:40:49.240 --> 00:40:50.240]   We're done.
[00:40:50.240 --> 00:40:51.240]   We're done.
[00:40:51.240 --> 00:40:52.240]   We're done.
[00:40:52.240 --> 00:40:53.240]   We're done.
[00:40:53.240 --> 00:40:54.240]   We're done.
[00:40:54.240 --> 00:40:55.240]   We're done.
[00:40:55.240 --> 00:40:56.240]   We're done.
[00:40:56.240 --> 00:40:57.240]   We're done.
[00:40:57.240 --> 00:40:58.240]   We're done.
[00:40:58.240 --> 00:40:59.240]   We're done.
[00:40:59.240 --> 00:41:00.240]   We're done.
[00:41:00.240 --> 00:41:01.240]   We're done.
[00:41:01.240 --> 00:41:02.240]   We're done.
[00:41:02.240 --> 00:41:03.240]   We're done.
[00:41:03.240 --> 00:41:04.240]   We're done.
[00:41:04.240 --> 00:41:05.240]   We're done.
[00:41:05.240 --> 00:41:06.240]   We're done.
[00:41:06.240 --> 00:41:07.240]   We're done.
[00:41:07.240 --> 00:41:08.240]   We're done.
[00:41:08.240 --> 00:41:09.240]   We're done.
[00:41:09.240 --> 00:41:10.240]   We're done.
[00:41:10.240 --> 00:41:11.240]   We're done.
[00:41:11.240 --> 00:41:12.240]   We're done.
[00:41:12.240 --> 00:41:13.240]   We're done.
[00:41:13.240 --> 00:41:14.240]   We're done.
[00:41:14.240 --> 00:41:15.240]   We're done.
[00:41:15.240 --> 00:41:16.240]   We're done.
[00:41:16.240 --> 00:41:17.240]   We're done.
[00:41:17.240 --> 00:41:18.240]   We're done.
[00:41:18.240 --> 00:41:19.240]   We're done.
[00:41:19.240 --> 00:41:20.240]   We're done.
[00:41:20.240 --> 00:41:21.240]   We're done.
[00:41:21.240 --> 00:41:22.240]   We're done.
[00:41:22.240 --> 00:41:23.240]   We're done.
[00:41:23.240 --> 00:41:24.240]   We're done.
[00:41:24.240 --> 00:41:25.240]   We're done.
[00:41:25.240 --> 00:41:26.240]   We're done.
[00:41:26.240 --> 00:41:27.240]   We're done.
[00:41:27.240 --> 00:41:28.240]   We're done.
[00:41:28.240 --> 00:41:29.240]   We're done.
[00:41:29.240 --> 00:41:30.240]   We're done.
[00:41:30.240 --> 00:41:31.240]   We're done.
[00:41:31.240 --> 00:41:32.240]   We're done.
[00:41:32.240 --> 00:41:33.240]   We're done.
[00:41:33.240 --> 00:41:34.240]   We're done.
[00:41:34.240 --> 00:41:35.240]   We're done.
[00:41:35.240 --> 00:41:36.240]   We're done.
[00:41:36.240 --> 00:41:37.240]   We're done.
[00:41:37.240 --> 00:41:38.240]   We're done.
[00:41:38.240 --> 00:41:39.240]   We're done.
[00:41:39.240 --> 00:41:40.240]   We're done.
[00:41:40.240 --> 00:41:41.240]   We're done.
[00:41:41.240 --> 00:41:42.240]   We're done.
[00:41:42.240 --> 00:41:43.240]   We're done.
[00:41:43.240 --> 00:41:44.240]   We're done.
[00:41:44.240 --> 00:41:45.240]   We're done.
[00:41:45.240 --> 00:41:46.240]   We're done.
[00:41:46.240 --> 00:41:47.240]   We're done.
[00:41:47.240 --> 00:41:48.240]   We're done.
[00:41:48.240 --> 00:41:49.240]   We're done.
[00:41:49.240 --> 00:41:50.240]   We're done.
[00:41:50.240 --> 00:41:51.240]   We're done.
[00:41:51.240 --> 00:41:52.240]   We're done.
[00:41:52.240 --> 00:41:53.240]   We're done.
[00:41:53.240 --> 00:41:54.240]   We're done.
[00:41:54.240 --> 00:41:55.240]   We're done.
[00:41:55.240 --> 00:41:56.240]   We're done.
[00:41:56.240 --> 00:41:57.240]   We're done.
[00:41:57.240 --> 00:41:58.240]   We're done.
[00:41:58.240 --> 00:41:59.240]   We're done.
[00:41:59.240 --> 00:42:00.240]   We're done.
[00:42:00.240 --> 00:42:01.240]   We're done.
[00:42:01.240 --> 00:42:02.240]   We're done.
[00:42:02.240 --> 00:42:03.240]   We're done.
[00:42:03.240 --> 00:42:04.240]   We're done.
[00:42:04.240 --> 00:42:05.240]   We're done.
[00:42:05.240 --> 00:42:06.240]   We're done.
[00:42:06.240 --> 00:42:07.240]   We're done.
[00:42:07.240 --> 00:42:08.240]   We're done.
[00:42:08.240 --> 00:42:09.240]   We're done.
[00:42:09.240 --> 00:42:10.240]   We're done.
[00:42:10.240 --> 00:42:11.240]   We're done.
[00:42:11.240 --> 00:42:12.240]   We're done.
[00:42:12.240 --> 00:42:13.240]   We're done.
[00:42:13.240 --> 00:42:14.240]   We're done.
[00:42:14.240 --> 00:42:15.240]   We're done.
[00:42:15.240 --> 00:42:16.240]   We're done.
[00:42:16.240 --> 00:42:17.240]   We're done.
[00:42:17.240 --> 00:42:18.240]   We're done.
[00:42:18.240 --> 00:42:19.240]   We're done.
[00:42:19.240 --> 00:42:20.240]   We're done.
[00:42:20.240 --> 00:42:21.240]   We're done.
[00:42:21.240 --> 00:42:22.240]   We're done.
[00:42:22.240 --> 00:42:23.240]   We're done.
[00:42:23.240 --> 00:42:24.240]   We're done.
[00:42:24.240 --> 00:42:25.240]   We're done.
[00:42:25.240 --> 00:42:26.240]   We're done.
[00:42:26.240 --> 00:42:27.240]   We're done.
[00:42:27.240 --> 00:42:28.240]   We're done.
[00:42:28.240 --> 00:42:29.240]   We're done.
[00:42:29.240 --> 00:42:30.240]   We're done.
[00:42:30.240 --> 00:42:31.240]   We're done.
[00:42:31.240 --> 00:42:32.240]   We're done.
[00:42:32.240 --> 00:42:33.240]   We're done.
[00:42:33.240 --> 00:42:34.240]   We're done.
[00:42:34.240 --> 00:42:35.240]   We're done.
[00:42:35.240 --> 00:42:36.240]   We're done.
[00:42:36.240 --> 00:42:37.240]   We're done.
[00:42:37.240 --> 00:42:38.240]   We're done.
[00:42:38.240 --> 00:42:39.240]   We're done.
[00:42:39.240 --> 00:42:40.240]   We're done.
[00:42:40.240 --> 00:42:41.240]   We're done.
[00:42:41.240 --> 00:42:42.240]   We're done.
[00:42:42.240 --> 00:42:43.240]   We're done.
[00:42:43.240 --> 00:42:44.240]   We're done.
[00:42:44.240 --> 00:42:45.240]   We're done.
[00:42:45.240 --> 00:42:46.240]   We're done.
[00:42:46.240 --> 00:42:47.240]   We're done.
[00:42:47.240 --> 00:42:48.240]   We're done.
[00:42:48.240 --> 00:42:49.240]   We're done.
[00:42:49.240 --> 00:42:50.240]   We're done.
[00:42:50.240 --> 00:42:51.240]   We're done.
[00:42:51.240 --> 00:42:52.240]   We're done.
[00:42:52.240 --> 00:42:53.240]   We're done.
[00:42:53.240 --> 00:42:54.240]   We're done.
[00:42:54.240 --> 00:42:55.240]   We're done.
[00:42:55.240 --> 00:42:56.240]   We're done.
[00:42:56.240 --> 00:42:57.240]   We're done.
[00:42:57.240 --> 00:42:58.240]   We're done.
[00:42:58.240 --> 00:42:59.240]   We're done.
[00:42:59.240 --> 00:43:00.240]   We're done.
[00:43:00.240 --> 00:43:01.240]   We're done.
[00:43:01.240 --> 00:43:02.240]   We're done.
[00:43:02.240 --> 00:43:03.240]   We're done.
[00:43:03.240 --> 00:43:04.240]   We're done.
[00:43:04.240 --> 00:43:05.240]   We're done.
[00:43:05.240 --> 00:43:06.240]   We're done.
[00:43:06.240 --> 00:43:07.240]   We're done.
[00:43:07.240 --> 00:43:08.240]   We're done.
[00:43:08.240 --> 00:43:09.240]   We're done.
[00:43:09.240 --> 00:43:10.240]   We're done.
[00:43:10.240 --> 00:43:11.240]   We're done.
[00:43:11.240 --> 00:43:12.240]   We're done.
[00:43:12.240 --> 00:43:13.240]   We're done.
[00:43:13.240 --> 00:43:14.240]   We're done.
[00:43:14.240 --> 00:43:15.240]   We're done.
[00:43:15.240 --> 00:43:16.240]   We're done.
[00:43:16.240 --> 00:43:17.240]   We're done.
[00:43:17.240 --> 00:43:18.240]   We're done.
[00:43:18.240 --> 00:43:19.240]   We're done.
[00:43:19.240 --> 00:43:20.240]   We're done.
[00:43:20.240 --> 00:43:21.240]   We're done.
[00:43:21.240 --> 00:43:22.240]   We're done.
[00:43:22.240 --> 00:43:23.240]   We're done.
[00:43:23.240 --> 00:43:24.240]   We're done.
[00:43:24.240 --> 00:43:25.240]   We're done.
[00:43:25.240 --> 00:43:26.240]   We're done.
[00:43:26.240 --> 00:43:27.240]   We're done.
[00:43:27.240 --> 00:43:28.240]   We're done.
[00:43:28.240 --> 00:43:29.240]   We're done.
[00:43:29.240 --> 00:43:30.240]   We're done.
[00:43:30.240 --> 00:43:31.240]   We're done.
[00:43:31.240 --> 00:43:32.240]   We're done.
[00:43:32.240 --> 00:43:33.240]   We're done.
[00:43:33.240 --> 00:43:34.240]   We're done.
[00:43:34.240 --> 00:43:35.240]   We're done.
[00:43:35.240 --> 00:43:36.240]   We're done.
[00:43:36.240 --> 00:43:37.240]   We're done.
[00:43:37.240 --> 00:43:38.240]   We're done.
[00:43:38.240 --> 00:43:39.240]   We're done.
[00:43:39.240 --> 00:43:40.240]   We're done.
[00:43:40.240 --> 00:43:41.240]   We're done.
[00:43:41.240 --> 00:43:42.240]   We're done.
[00:43:42.240 --> 00:43:43.240]   We're done.
[00:43:43.240 --> 00:43:44.240]   We're done.
[00:43:44.240 --> 00:43:45.240]   We're done.
[00:43:45.240 --> 00:43:46.240]   We're done.
[00:43:46.240 --> 00:43:47.240]   We're done.
[00:43:47.240 --> 00:43:48.240]   We're done.
[00:43:48.240 --> 00:43:49.240]   We're done.
[00:43:49.240 --> 00:43:50.240]   We're done.
[00:43:50.240 --> 00:43:51.240]   We're done.
[00:43:51.240 --> 00:43:52.240]   We're done.
[00:43:52.240 --> 00:43:53.240]   We're done.
[00:43:53.240 --> 00:43:54.240]   We're done.
[00:43:54.240 --> 00:43:55.240]   We're done.
[00:43:55.240 --> 00:43:56.240]   We're done.
[00:43:56.240 --> 00:43:57.240]   We're done.
[00:43:57.240 --> 00:43:58.240]   We're done.
[00:43:58.240 --> 00:43:59.240]   We're done.
[00:43:59.240 --> 00:44:00.240]   We're done.
[00:44:00.240 --> 00:44:01.240]   We're done.
[00:44:01.240 --> 00:44:02.240]   We're done.
[00:44:02.240 --> 00:44:03.240]   We're done.
[00:44:03.240 --> 00:44:04.240]   We're done.
[00:44:04.240 --> 00:44:05.240]   We're done.
[00:44:05.240 --> 00:44:06.240]   We're done.
[00:44:06.240 --> 00:44:07.240]   We're done.
[00:44:07.240 --> 00:44:08.240]   We're done.
[00:44:08.240 --> 00:44:09.240]   We're done.
[00:44:09.240 --> 00:44:10.240]   We're done.
[00:44:10.240 --> 00:44:11.240]   We're done.
[00:44:11.240 --> 00:44:12.240]   We're done.
[00:44:12.240 --> 00:44:13.240]   We're done.
[00:44:13.240 --> 00:44:14.240]   We're done.
[00:44:14.240 --> 00:44:15.240]   We're done.
[00:44:15.240 --> 00:44:16.240]   We're done.
[00:44:16.240 --> 00:44:17.240]   We're done.
[00:44:17.240 --> 00:44:18.240]   We're done.
[00:44:18.240 --> 00:44:19.240]   We're done.
[00:44:19.240 --> 00:44:20.240]   We're done.
[00:44:20.240 --> 00:44:21.240]   We're done.
[00:44:21.240 --> 00:44:22.240]   We're done.
[00:44:22.240 --> 00:44:23.240]   We're done.
[00:44:23.240 --> 00:44:24.240]   We're done.
[00:44:24.240 --> 00:44:25.240]   We're done.
[00:44:25.240 --> 00:44:26.240]   We're done.
[00:44:26.240 --> 00:44:27.240]   We're done.
[00:44:27.240 --> 00:44:28.240]   We're done.
[00:44:28.240 --> 00:44:29.240]   We're done.
[00:44:29.240 --> 00:44:30.240]   We're done.
[00:44:30.240 --> 00:44:31.240]   We're done.
[00:44:31.240 --> 00:44:32.240]   We're done.
[00:44:32.240 --> 00:44:33.240]   We're done.
[00:44:33.240 --> 00:44:34.240]   We're done.
[00:44:34.240 --> 00:44:35.240]   We're done.
[00:44:35.240 --> 00:44:36.240]   We're done.
[00:44:36.240 --> 00:44:37.240]   We're done.
[00:44:37.240 --> 00:44:38.240]   We're done.
[00:44:38.240 --> 00:44:39.240]   We're done.
[00:44:39.240 --> 00:44:40.240]   We're done.
[00:44:40.240 --> 00:44:41.240]   We're done.
[00:44:41.240 --> 00:44:42.240]   We're done.
[00:44:42.240 --> 00:44:43.240]   We're done.
[00:44:43.240 --> 00:44:44.240]   We're done.
[00:44:44.240 --> 00:44:45.240]   We're done.
[00:44:45.240 --> 00:44:46.240]   We're done.
[00:44:46.240 --> 00:44:47.240]   We're done.
[00:44:47.240 --> 00:44:48.240]   We're done.
[00:44:48.240 --> 00:44:49.240]   We're done.
[00:44:49.240 --> 00:44:50.240]   We're done.
[00:44:50.240 --> 00:44:51.240]   We're done.
[00:44:51.240 --> 00:44:52.240]   We're done.
[00:44:52.240 --> 00:44:53.240]   We're done.
[00:44:53.240 --> 00:44:54.240]   We're done.
[00:44:54.240 --> 00:44:55.240]   We're done.
[00:44:55.240 --> 00:44:56.240]   We're done.
[00:44:56.240 --> 00:44:57.240]   We're done.
[00:44:57.240 --> 00:44:58.240]   We're done.
[00:44:58.240 --> 00:44:59.240]   We're done.
[00:44:59.240 --> 00:45:00.240]   We're done.
[00:45:00.240 --> 00:45:01.240]   We're done.
[00:45:01.240 --> 00:45:02.240]   We're done.
[00:45:02.240 --> 00:45:03.240]   We're done.
[00:45:03.240 --> 00:45:04.240]   We're done.
[00:45:04.240 --> 00:45:05.240]   We're done.
[00:45:05.240 --> 00:45:06.240]   We're done.
[00:45:06.240 --> 00:45:07.240]   We're done.
[00:45:07.240 --> 00:45:08.240]   We're done.
[00:45:08.240 --> 00:45:09.240]   We're done.
[00:45:09.240 --> 00:45:10.240]   We're done.
[00:45:10.240 --> 00:45:11.240]   We're done.
[00:45:11.240 --> 00:45:12.240]   We're done.
[00:45:12.240 --> 00:45:13.240]   We're done.
[00:45:13.240 --> 00:45:14.240]   We're done.
[00:45:14.240 --> 00:45:15.240]   We're done.
[00:45:15.240 --> 00:45:16.240]   We're done.
[00:45:16.240 --> 00:45:17.240]   We're done.
[00:45:17.240 --> 00:45:18.240]   We're done.
[00:45:18.240 --> 00:45:19.240]   We're done.
[00:45:19.240 --> 00:45:20.240]   We're done.
[00:45:20.240 --> 00:45:21.240]   We're done.
[00:45:21.240 --> 00:45:22.240]   We're done.
[00:45:22.240 --> 00:45:23.240]   We're done.
[00:45:23.240 --> 00:45:24.240]   We're done.
[00:45:24.240 --> 00:45:25.240]   We're done.
[00:45:25.240 --> 00:45:26.240]   We're done.
[00:45:26.240 --> 00:45:27.240]   We're done.
[00:45:27.240 --> 00:45:28.240]   We're done.
[00:45:28.240 --> 00:45:29.240]   We're done.
[00:45:29.240 --> 00:45:30.240]   We're done.
[00:45:30.240 --> 00:45:31.240]   We're done.
[00:45:31.240 --> 00:45:32.240]   We're done.
[00:45:32.240 --> 00:45:33.240]   We're done.
[00:45:33.240 --> 00:45:34.240]   We're done.
[00:45:34.240 --> 00:45:35.240]   We're done.
[00:45:35.240 --> 00:45:36.240]   We're done.
[00:45:36.240 --> 00:45:37.240]   We're done.
[00:45:37.240 --> 00:45:38.240]   We're done.
[00:45:38.240 --> 00:45:39.240]   We're done.
[00:45:39.240 --> 00:45:40.240]   We're done.
[00:45:40.240 --> 00:45:41.240]   We're done.
[00:45:41.240 --> 00:45:42.240]   We're done.
[00:45:42.240 --> 00:45:43.240]   We're done.
[00:45:43.240 --> 00:45:44.240]   We're done.
[00:45:44.240 --> 00:45:45.240]   We're done.
[00:45:45.240 --> 00:45:46.240]   We're done.
[00:45:46.240 --> 00:45:47.240]   We're done.
[00:45:47.240 --> 00:45:48.240]   We're done.
[00:45:48.240 --> 00:45:49.240]   We're done.
[00:45:49.240 --> 00:45:50.240]   We're done.
[00:45:50.240 --> 00:45:51.240]   We're done.
[00:45:51.240 --> 00:45:52.240]   We're done.
