;FFMETADATA1
title=Jiggery Pokery
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=229
genre=Podcast
comment=http://www.twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte
publisher=TWiT
date=2013
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:01.300]   It's time for Twig.
[00:42:41.580 --> 00:42:44.300]   Two, they think you're too stupid to know what the implications of that.
[00:42:44.300 --> 00:42:50.820]   And also, this is the problem of regulating to technologies rather than principles.
[00:42:50.820 --> 00:42:51.820]   Right?
[00:42:51.820 --> 00:42:53.900]   So let's move this back to mail.
[00:42:53.900 --> 00:42:58.140]   The first example you're using the show many times is that your contents of a first-class
[00:42:58.140 --> 00:43:03.460]   letter or package can be searched only with warrant.
[00:43:03.460 --> 00:43:04.780]   We agree with that as a society.
[00:43:04.780 --> 00:43:06.620]   That's what should happen.
[00:43:06.620 --> 00:43:10.660]   And of course, that didn't extend over to email itself because of all the reasons we've
[00:43:10.660 --> 00:43:11.660]   discussed.
[00:43:11.660 --> 00:43:15.740]   Now, when we get to the metadata side, the presumption about metadata is that, well,
[00:43:15.740 --> 00:43:18.620]   it can be seen by the Postman, it can be seen by anybody, so it's okay.
[00:43:18.620 --> 00:43:24.340]   So to this day, the USPS now photographs the cover of every single letter that is mailed.
[00:43:24.340 --> 00:43:29.140]   Now, the argument might still be made that, well, that's just- that's just, you know,
[00:43:29.140 --> 00:43:30.140]   who sent to whom?
[00:43:30.140 --> 00:43:31.140]   What's the big deal?
[00:43:31.140 --> 00:43:35.660]   But now what the Monday decision said about metadata is that, sorry, the NSA turned off
[00:43:35.660 --> 00:43:43.940]   my lights, is that now there's that much more data that lets you put together a very complex
[00:43:43.940 --> 00:43:46.380]   mosaic of life around this metadata.
[00:43:46.380 --> 00:43:51.940]   So there's a continuum here that either says that our communication is syncrosanct or not,
[00:43:51.940 --> 00:43:55.860]   regardless of technology, and it either says that metadata is presumed to be public or
[00:43:55.860 --> 00:43:57.300]   not.
[00:43:57.300 --> 00:43:59.220]   And they got it both ways, right?
[00:43:59.220 --> 00:44:04.420]   They said, well, no, our communication is not protected, but metadata is always okay.
[00:44:04.420 --> 00:44:08.260]   And we have to regulate this to principles, which is what the technology companies, at
[00:44:08.260 --> 00:44:11.740]   least, are starting to go with the White House on.
[00:44:11.740 --> 00:44:16.900]   And what they're saying is, technology companies don't Hoover everything, go after specific
[00:44:16.900 --> 00:44:18.620]   cases in specific matters.
[00:44:18.620 --> 00:44:23.820]   And that is what the law was until 9/11.
[00:44:23.820 --> 00:44:27.700]   The three major telecoms, this is fascinating.
[00:44:27.700 --> 00:44:33.180]   So what's happening is they released the report, which is very long and very dense, hundreds
[00:44:33.180 --> 00:44:35.820]   of very dense pages.
[00:44:35.820 --> 00:44:40.260]   And now people at the Guardian and elsewhere are parsing through it, and they're live
[00:44:40.260 --> 00:44:44.060]   blocking it as they as they read it, which is which is great.
[00:44:44.060 --> 00:44:49.220]   Yeah, watching the live the live blog of the Guardian, Glenn Greenwald tweeting, wouldn't
[00:44:49.220 --> 00:44:54.340]   it be increasingly hard to say Snowden is a felon deserving decades in prison when the
[00:44:54.340 --> 00:44:59.340]   courts and the White House's own panel are saying all of this.
[00:44:59.340 --> 00:45:04.300]   Some business correspondent Dominic Rush is one of the people looking at it, finds some
[00:45:04.300 --> 00:45:09.420]   interesting ambivalence in the telecom industry about new restrictions on NSA access to customer
[00:45:09.420 --> 00:45:10.420]   data.
[00:45:10.420 --> 00:45:15.180]   AT&T Verizon has sprint declined to comment on the new proposal to have them hold customer
[00:45:15.180 --> 00:45:16.700]   data on NSA's behalf.
[00:45:16.700 --> 00:45:20.780]   But one executive warned it could create as many problems as it solved.
[00:45:20.780 --> 00:45:22.460]   Quote, it would be costly for us.
[00:45:22.460 --> 00:45:27.220]   And more than that, it would potentially open access to consumer data to other government
[00:45:27.220 --> 00:45:28.740]   agencies.
[00:45:28.740 --> 00:45:33.300]   Once we know once they know that we are holding the information, what's to stop the IRS for
[00:45:33.300 --> 00:45:34.980]   asking for our segment?
[00:45:34.980 --> 00:45:35.980]   Exactly.
[00:45:35.980 --> 00:45:39.180]   It wouldn't just be the NSA anymore.
[00:45:39.180 --> 00:45:42.780]   But also the telcos have a liquid of business in billing the government.
[00:45:42.780 --> 00:45:44.620]   They make good money on it.
[00:45:44.620 --> 00:45:49.940]   That's one of the reasons that the AT&T lot wouldn't sign on to the thing the other companies
[00:45:49.940 --> 00:45:52.580]   said was they didn't want to talk about this.
[00:45:52.580 --> 00:45:56.900]   But they've already had the retroactive immunity thing written into the law.
[00:45:56.900 --> 00:46:01.020]   But also they have this, they basically say, yeah, sure, you can have that data that'll
[00:46:01.020 --> 00:46:02.420]   cost you this much.
[00:46:02.420 --> 00:46:05.220]   And they've turned it into a revenue stream.
[00:46:05.220 --> 00:46:06.220]   Right.
[00:46:06.220 --> 00:46:08.460]   And one question of why didn't Amazon sign the letter?
[00:46:08.460 --> 00:46:10.380]   Oh, you know, one speculation.
[00:46:10.380 --> 00:46:14.300]   It's just speculation that I hear around as Amazon has CIA contracts.
[00:46:14.300 --> 00:46:15.300]   I don't know.
[00:46:15.300 --> 00:46:20.060]   I don't mean to smirk, but you have a lot of data about us Amazon.
[00:46:20.060 --> 00:46:21.740]   You are the library of today.
[00:46:21.740 --> 00:46:28.500]   Companies have a ethical view that they should never release the card of what you read.
[00:46:28.500 --> 00:46:31.500]   So Amazon, are you a library or not?
[00:46:31.500 --> 00:46:32.500]   Right.
[00:46:32.500 --> 00:46:35.340]   Well, there'll be lots more.
[00:46:35.340 --> 00:46:41.940]   And the good news is Patrick Leahy has asked for a January test of money on this report,
[00:46:41.940 --> 00:46:47.100]   which means it'll keep it in the news cycle because this is actually a great time from
[00:46:47.100 --> 00:46:48.100]   the NSA.
[00:46:48.100 --> 00:46:50.740]   It's going to release this information because nobody's paying any attention to the position.
[00:46:50.740 --> 00:46:51.740]   It'll be nice of green walled.
[00:46:51.740 --> 00:46:52.740]   Yeah, it's right before Christmas.
[00:46:52.740 --> 00:46:55.740]   It'll be nice of green walled and snowed and could justify as well.
[00:46:55.740 --> 00:46:57.700]   Yeah, by a Skype.
[00:46:57.700 --> 00:47:06.380]   Of course, Google and Facebook, according to the Wall Street Journal, are expanding their
[00:47:06.380 --> 00:47:09.620]   efforts to control the world's internet backbone.
[00:47:09.620 --> 00:47:15.380]   It's currently controlled, at least in the US, by the telecoms, Sprint, AT&T, Sprint's,
[00:47:15.380 --> 00:47:17.980]   I think the biggest.
[00:47:17.980 --> 00:47:23.620]   Google has spent years piecing together its own network of private fiber optic cables,
[00:47:23.620 --> 00:47:27.300]   now has more than 100,000 miles of backbone route throughout the world.
[00:47:27.300 --> 00:47:31.580]   That's bigger than Sprint, which is 40,000 miles.
[00:47:31.580 --> 00:47:38.500]   And to reduce costs and probably also to increase privacy, Google and Facebook are starting
[00:47:38.500 --> 00:47:43.660]   to light these dark fiber cables to provide their own backbone.
[00:47:43.660 --> 00:47:44.660]   This is amazing.
[00:47:44.660 --> 00:47:48.100]   Google and Facebook have undersea cables to Asia.
[00:47:48.100 --> 00:47:53.460]   Yeah, all the way from California to Japan.
[00:47:53.460 --> 00:47:55.980]   That is a big C, the Pacific Ocean.
[00:47:55.980 --> 00:47:56.980]   Wow.
[00:47:56.980 --> 00:48:03.740]   Yeah, I mean, this actually hints of this began about nine years ago when a technology publication
[00:48:03.740 --> 00:48:08.660]   called Light Reading noticed a job listing for somebody whose job was essentially to go
[00:48:08.660 --> 00:48:10.500]   shopping for dark fiber.
[00:48:10.500 --> 00:48:14.780]   And by the way, for people who don't know what dark fiber is, dark fiber is fiber optic cable
[00:48:14.780 --> 00:48:16.860]   that has been laid but isn't being used.
[00:48:16.860 --> 00:48:17.860]   It's not lit up.
[00:48:17.860 --> 00:48:18.860]   Right.
[00:48:18.860 --> 00:48:23.380]   Because what happened in the tech boom in the 90s, all the irrational exuberance caused
[00:48:23.380 --> 00:48:26.060]   the telcos to just invest massively in fiber.
[00:48:26.060 --> 00:48:28.900]   They thought it was all going to be used up and then nobody used it.
[00:48:28.900 --> 00:48:30.500]   So it's been sitting there all this time.
[00:48:30.500 --> 00:48:34.820]   And so wealthy companies like Google can come along and buy it.
[00:48:34.820 --> 00:48:35.820]   That's one thing they're doing.
[00:48:35.820 --> 00:48:37.140]   They're also laying their own.
[00:48:37.140 --> 00:48:38.540]   And they're all doing it for different reasons.
[00:48:38.540 --> 00:48:43.940]   For example, Facebook is either doing dark fiber or they're laying their own cables so
[00:48:43.940 --> 00:48:47.940]   that they can have this massive data center near the Arctic Circle.
[00:48:47.940 --> 00:48:48.940]   Whoa.
[00:48:48.940 --> 00:48:51.980]   Because they're cooling cheap because they're cooling cheap cheap up there just open the
[00:48:51.980 --> 00:48:54.580]   window and the end of the laws are somewhat better too.
[00:48:54.580 --> 00:48:55.580]   Yeah.
[00:48:55.580 --> 00:48:58.940]   And Microsoft is using it for a similar purpose, which is that they're going to super inexpensive
[00:48:58.940 --> 00:49:00.980]   areas for their data centers to operate.
[00:49:00.980 --> 00:49:04.420]   Google just wants massively high speed internet at low cost.
[00:49:04.420 --> 00:49:11.500]   And in fact, I've encountered this myself in Istanbul earlier this year.
[00:49:11.500 --> 00:49:15.740]   I got a chance to go to the Google office and use their internet and wow.
[00:49:15.740 --> 00:49:16.740]   Wow.
[00:49:16.740 --> 00:49:18.980]   In Istanbul, this was a blistering fast.
[00:49:18.980 --> 00:49:20.540]   That's the internet connection.
[00:49:20.540 --> 00:49:21.540]   Yeah.
[00:49:21.540 --> 00:49:28.020]   So they, their Google offices have fiber to the nearest hub or something because it's
[00:49:28.020 --> 00:49:29.660]   just blisteringly fast.
[00:49:29.660 --> 00:49:31.260]   And it's a fascinating thing.
[00:49:31.260 --> 00:49:36.300]   And it turns out actually that when Google goes to telcos to make these deals for Google
[00:49:36.300 --> 00:49:38.180]   fiber, they, the telcos have a contract.
[00:49:38.180 --> 00:49:41.340]   So we like to assign this and Google says, get rid of it.
[00:49:41.340 --> 00:49:42.340]   Here's our contract.
[00:49:42.340 --> 00:49:43.340]   Yeah.
[00:49:43.340 --> 00:49:44.500]   Take it or leave it.
[00:49:44.500 --> 00:49:46.020]   And they have all the power now.
[00:49:46.020 --> 00:49:50.420]   Well, but also they have to do deals with the Department of Homeland Security as they
[00:49:50.420 --> 00:49:54.660]   lay these cables to, to protect US interests.
[00:49:54.660 --> 00:49:57.780]   It must be a, it must be a hell of a negotiation.
[00:49:57.780 --> 00:49:58.780]   Yeah.
[00:49:58.780 --> 00:49:59.780]   But why should the telcos own this?
[00:49:59.780 --> 00:50:00.780]   Right.
[00:50:00.780 --> 00:50:02.380]   You know, that's just, that's for historic reasons.
[00:50:02.380 --> 00:50:04.540]   Well, but there's, there's some conspiracy to do.
[00:50:04.540 --> 00:50:06.220]   Oh, no, the big companies are running it bigger.
[00:50:06.220 --> 00:50:08.460]   Well, the telcos, no, we're on that letter.
[00:50:08.460 --> 00:50:11.780]   We're in that, in that group, the telcos are not protecting your interests and your rights.
[00:50:11.780 --> 00:50:13.900]   You're better off in the hands of Google and the us Facebook.
[00:50:13.900 --> 00:50:14.900]   Right.
[00:50:14.900 --> 00:50:16.060]   They have opposite incentives.
[00:50:16.060 --> 00:50:17.060]   Yes.
[00:50:17.060 --> 00:50:21.180]   The Google's in the Facebook's have an incentive to make the internet as fast and cheap as possible.
[00:50:21.180 --> 00:50:23.420]   And the telcos have it the opposite.
[00:50:23.420 --> 00:50:27.820]   And so that's why I'm on the side of, yeah.
[00:50:27.820 --> 00:50:30.900]   But don't, don't Google and Facebook also spy on us in order.
[00:50:30.900 --> 00:50:33.020]   That's their finite, that's their business model.
[00:50:33.020 --> 00:50:34.020]   Sure.
[00:50:34.020 --> 00:50:35.020]   That's not spying.
[00:50:35.020 --> 00:50:36.020]   Oh, Leo, that's not spying.
[00:50:36.020 --> 00:50:39.500]   That's a transaction of information for in return for relevance.
[00:50:39.500 --> 00:50:41.260]   But faster than explicit.
[00:50:41.260 --> 00:50:43.060]   Yes, it's explicit.
[00:50:43.060 --> 00:50:44.060]   You better this.
[00:50:44.060 --> 00:50:45.060]   I told Google where I am.
[00:50:45.060 --> 00:50:46.060]   Why not?
[00:50:46.060 --> 00:50:48.260]   Google, I would argue is probably more explicit than Facebook.
[00:50:48.260 --> 00:50:49.260]   Yeah.
[00:50:49.260 --> 00:50:52.860]   Does Facebook make it explicit?
[00:50:52.860 --> 00:50:54.700]   Facebook, Facebook does not make it very explicit.
[00:50:54.700 --> 00:50:59.740]   But they, when they talk about making the world more open and available, they do say
[00:50:59.740 --> 00:51:00.740]   that stuff.
