;FFMETADATA1
title=Uber for Metaphors
artist=TWiT
album_artist=TWiT
album=This Week in Google
track=291
genre=Podcast
comment=http://twit.tv/twig
copyright=These netcasts are released under a Creative Commons Attribution Non-Commercial Share-Alike license. TWiT and TWiT Logo are registered trademarks of Leo Laporte.
publisher=TWiT
date=2015
encoder=Lavf59.27.100

[00:00:00.000 --> 00:00:04.500]   It's time for Twig this week in Google Gina Terpattie's back her monthly visit
[01:58:15.920 --> 01:58:20.800]   The record setter has been up for 187 days. Google says that's plenty because they want to upgrade the technology all the time
[01:58:20.800 --> 01:58:22.480]   So three months is fine
[01:58:22.480 --> 01:58:24.240]   anywhere from
[01:58:24.240 --> 01:58:29.840]   So the record setter circumnavigated the globe nine times enduring temperatures as low as minus 75 to
[01:58:29.840 --> 01:58:32.320]   centigrade
[01:58:32.320 --> 01:58:37.520]   Wind speeds as high as 291 kilometers per hour soaring to a height of 21 kilometers
[01:58:37.520 --> 01:58:41.600]   And drifting over more than a dozen countries across four continents
[01:58:43.120 --> 01:58:48.160]   So I just found that interesting and that might have something to do with their cellular ambitions as well
[01:58:48.160 --> 01:58:50.960]   It might well wouldn't be full else fails loon
[01:58:50.960 --> 01:58:54.960]   and provide like self-service worldwide with balloons
[01:58:54.960 --> 01:58:58.160]   Be kind of interesting, right?
[01:58:58.160 --> 01:59:00.480]   How do you make jizz frozen?
[01:59:00.480 --> 01:59:02.240]   Is that in there?
[01:59:02.240 --> 01:59:06.720]   I just tried how to make a million dollars. That didn't do anything. I did how to make meatballs and it shows
[01:59:06.720 --> 01:59:09.600]   It shows me how to make meatballs. Oh, you did. Look
[01:59:10.480 --> 01:59:12.160]   Combine the milk
[01:59:12.160 --> 01:59:16.400]   Breadcrumbs pour the milk over the breadcrumbs set aside whisk the egg
[01:59:16.400 --> 01:59:20.400]   Combine the egg and ground meat. I don't know what this comes from the kitchen calm
[01:59:20.400 --> 01:59:22.960]   But that's in the knowledge ground. How do you get to these?
[01:59:22.960 --> 01:59:25.920]   I search for make meatballs
[01:59:25.920 --> 01:59:30.160]   I don't make milk meatballs myself, but
[01:59:30.160 --> 01:59:36.800]   Apparently I tried to say it makes cash on the rocks. It gave me nothing scotch on the rocks. What is it gonna say?
[01:59:36.800 --> 01:59:39.440]   Oh, that's why
[01:59:40.160 --> 01:59:42.160]   make nagroni
[01:59:42.160 --> 01:59:46.080]   I I can't show it on the show. Yeah, there you go. There you go
[01:59:46.080 --> 01:59:51.840]   Uh one part gin one part vermouth roso one part kampari
[01:59:51.840 --> 01:59:53.440]   garnish with
[01:59:53.440 --> 01:59:58.640]   If this from this came up in my mind because sam bittles hysterical, but unpublishable
[01:59:58.640 --> 02:00:00.560]   article
[02:00:00.560 --> 02:00:02.320]   Ungocker
[02:00:02.320 --> 02:00:07.120]   Basically has a pledge that uh, you will never sleep with anybody wearing an apple watch
[02:00:07.280 --> 02:00:09.280]   I
[02:00:09.280 --> 02:00:12.960]   Know sex for apple watch wares
[02:00:12.960 --> 02:00:19.040]   And if you haven't read it, it is it is exactly what you hope sam bittle will write
[02:00:19.040 --> 02:00:21.520]   mocking
[02:00:21.520 --> 02:00:23.120]   The apple watch
[02:00:23.120 --> 02:00:29.040]   Googling right now. Yeah, it's not a talker. It's very funny. I say with my model 360 on so okay
[02:00:29.040 --> 02:00:34.640]   And this is another question. What happened to dan lions who was the uh, uh, let her in chief of, uh
[02:00:35.360 --> 02:00:37.360]   gocker for like three minutes
[02:00:37.360 --> 02:00:43.040]   Right then got a book deal. It's not see you later. Well, I know he also started some kind of a startup thing, right?
[02:00:43.040 --> 02:00:46.480]   So what uh, what's the d so okay, so who's now in charge?
[02:00:46.480 --> 02:00:51.200]   Over there. He he took over valley wag not not gocker entirely but valley wag
[02:00:51.200 --> 02:00:54.480]   Biddle was the guy at valley wag. It was quite good
[02:00:54.480 --> 02:00:59.760]   Oh, well, yeah, it was quite something. This is great
[02:00:59.760 --> 02:01:02.960]   But I can't show it
[02:01:03.840 --> 02:01:06.480]   Rude our family friendly status immediately
[02:01:06.480 --> 02:01:12.960]   I don't know. I don't know. I I can't keep track of the master at gawk. I don't know who's who's uh
[02:01:12.960 --> 02:01:20.160]   We we we always I talked to jina about this because she because life hacker which she founded it and is a gawker property
[02:01:20.160 --> 02:01:26.720]   She knows max. It looks like max read is the editor in chief at the moment. Oh, okay. He gets a temporary
[02:01:26.720 --> 02:01:29.520]   placeholder
[02:01:29.920 --> 02:01:34.480]   Well as paul for to we says max read is the eponymous max read he gets a lot of
[02:01:34.480 --> 02:01:37.040]   So
[02:01:37.040 --> 02:01:38.720]   He would be
[02:01:38.720 --> 02:01:42.720]   My uh, my tool is something we talked about a few weeks actually more like a few months ago
[02:01:42.720 --> 02:01:51.040]   I really like it and I want to give him another plug. They now have a pro version of known I set up my uh self-hosted
[02:01:51.040 --> 02:01:56.400]   Known, but if you go to with known.com. This is a ben word miller and uh erin joe
[02:01:56.400 --> 02:01:59.120]   Uh, oh, what's erin's last name miller
[02:01:59.840 --> 02:02:06.240]   Uh, there or is it rich is a great guys really great and this is you know, it's a blogging tool
[02:02:06.240 --> 02:02:11.200]   The idea is that uh, it's your your place on the web and then when you post
[02:02:11.200 --> 02:02:16.400]   You can cross post to facebook and twitter and now linked in and four square and soundcloud
[02:02:16.400 --> 02:02:19.520]   Uh, they say google plus pages are imminent
[02:02:19.520 --> 02:02:23.920]   Um, and that'll be a feature of the new pro version $100 a year
[02:02:23.920 --> 02:02:28.000]   Uh, and I wanted to support them. I just I think they're doing such a great job
[02:02:28.000 --> 02:02:35.840]   And I'd been running a self-hosted one, but I just moved my uh, my known blog leoville.net over to uh, their hosted solution
[02:02:35.840 --> 02:02:42.560]   Um, so just a little little plug for them. I think they do a great job and um, it's so much fun when you make a post
[02:02:42.560 --> 02:02:45.680]   They'll i'll sign in real quickly and show you
[02:02:45.680 --> 02:02:49.360]   um, what it looks like when you make a post because
[02:02:49.360 --> 02:02:55.920]   Sign in please mr. Guest sign in please
[02:02:57.360 --> 02:03:00.640]   Uh, because it's uh, it's kind of neat. So if I make a new post
[02:03:00.640 --> 02:03:05.120]   I have all of these i've added all my twitter accounts my facebook pages
[02:03:05.120 --> 02:03:11.840]   Uh, if I do a post that is a as I just did a check-in I can have it go to
[02:03:11.840 --> 02:03:15.840]   Uh, four square as a check-in on four square
[02:03:15.840 --> 02:03:21.440]   Um, this is kind of nice. So basically the idea is everything you post should start on your own site and then
[02:03:21.440 --> 02:03:25.040]   Be syndicated or sent elsewhere if I post a photo
[02:03:25.600 --> 02:03:29.200]   Uh, I could put it on twitter facebook linked in flicker as well
[02:03:29.200 --> 02:03:32.080]   Is in there and they seem to be adding more all the time
[02:03:32.080 --> 02:03:36.560]   They were gonna do a whole education thing, but now they're just doing this platform which I think is much better much smarter
[02:03:36.560 --> 02:03:42.080]   I like oh, so oh that's interesting because I noticed that they uh, they still have the known for education
[02:03:42.080 --> 02:03:43.520]   But do you say this is a good they have there?
[02:03:43.520 --> 02:03:46.960]   But I think I think it's a smart to just make it a make it a product and see where it goes. He uses it
[02:03:46.960 --> 02:03:52.080]   It's a good server. I like it. It's kind of like tumble log or tumblr or maybe uh, I miss postress postress
[02:03:52.080 --> 02:03:57.200]   The idea postress was you email stuff to your blog and it then from there can go elsewhere post haven is
[02:03:57.200 --> 02:04:00.560]   kind of the uh haven for postress users
[02:04:00.560 --> 02:04:05.360]   But uh, this is I think is very slick and elegant they keep adding features to it. I like it
[02:04:05.360 --> 02:04:09.920]   So take a look at it's free to use the basic version and then they have a
[02:04:09.920 --> 02:04:14.800]   Pro version which just came out with known dot
[02:04:14.800 --> 02:04:20.640]   Calm and I I will continue to post little stuff because you can do it from your phone too
[02:04:21.120 --> 02:04:24.640]   They also have a little they have some little cool little javascript things like here's a
[02:04:24.640 --> 02:04:27.280]   See if I got to find it
[02:04:27.280 --> 02:04:34.080]   Uh older it's a there's a little you can lose little javascript plugins. This one's from the uh, uh, night
[02:04:34.080 --> 02:04:38.480]   Uh fellowship or night folks where you can whoops
[02:04:38.480 --> 02:04:45.200]   You can embeds. I know a wedding picture. You can embed, uh, some javascript. Let's make this bigger
[02:04:45.200 --> 02:04:47.840]   That'll play back uh audio
[02:04:47.840 --> 02:04:50.320]   So for you could podcast with this very nicely
[02:04:50.320 --> 02:04:53.840]   Very nice. Yeah, and then don't you like the little player in there?
[02:04:53.840 --> 02:04:57.280]   So where it says the music has got a little play button and just place
[02:04:57.280 --> 02:05:02.880]   So I I'm I post a little what you could do for instance record something on your computer post it to with known
[02:05:02.880 --> 02:05:08.640]   On cross post it automatically a soundcloud and also have this little player right on the with known site little stuff like that
[02:05:08.640 --> 02:05:10.640]   I think it's very nicely done
[02:05:10.640 --> 02:05:12.800]   Um
[02:05:12.800 --> 02:05:13.840]   Well
[02:05:13.840 --> 02:05:18.880]   It's been a weird experience to do this in the morning, but boy, it's great to have jina here
[02:05:18.880 --> 02:05:24.480]   So nice to have you let's go look great to be here. Let's go look leo loport
[02:05:24.480 --> 02:05:29.040]   Thought think up dot com. Oh, thank you. I think I probably drove
[02:05:29.040 --> 02:05:35.120]   Think up crazy. I'm looking forward to seeing all the stuff I get back from my uh, miercat experience yesterday
[02:05:35.120 --> 02:05:41.120]   Oh, yeah, a lot of tweets on that one. So these are the insights. Uh, you get oh, there's the new insight
[02:05:41.120 --> 02:05:43.120]   I got a new profile picture. That's nice
[02:05:43.920 --> 02:05:45.680]   Mm-hmm
[02:05:45.680 --> 02:05:49.600]   New followers. Look at that. That's the mere cat post 331
[02:05:49.600 --> 02:05:53.600]   Wow, you got tons of replies on that didn't you?
[02:05:53.600 --> 02:05:58.880]   Yeah, that's what's interesting is because all the all the chat comes in as a reply. So 81 replies
[02:05:58.880 --> 02:06:03.440]   That's fantastic. Yeah pretty incredible actually no
[02:06:03.440 --> 02:06:06.720]   Beating out
[02:06:06.720 --> 02:06:09.120]   143 replies. Yeah more favorites. Uh, huh?
[02:06:09.840 --> 02:06:14.960]   Oh, I see 143 replies and 118 retweets. Wow from one tweet
[02:06:14.960 --> 02:06:20.400]   Well, that no, that's from the week. That's from the week. Oh, and the miercats just this I get the
[02:06:20.400 --> 02:06:24.400]   Favorite 81 retweets 81 replies. Yeah, yeah
[02:06:24.400 --> 02:06:29.920]   Of course online it points to a tweet the year a tweet a year ago that has the F word in it. Uh
[02:06:29.920 --> 02:06:34.720]   Don't show that one
[02:06:34.720 --> 02:06:37.360]   most popular update from one year ago
[02:06:38.480 --> 02:06:42.960]   Uh, got the retweets got the double the favorites
[02:06:42.960 --> 02:06:47.920]   With that miercat one snoop dog looking good. He's changed his
[02:06:47.920 --> 02:06:52.080]   photo from one incomprehensible picture to another
[02:06:52.080 --> 02:06:58.160]   You always want to keep track of those the snoop dog changes them all the time. This is fun
[02:06:58.160 --> 02:07:00.800]   Facebook and uh
[02:07:00.800 --> 02:07:06.080]   Facebook and twitter analytics all together in one page, uh insights
[02:07:06.960 --> 02:07:10.720]   Oh, yeah, yeah, yeah working on instagram real close on that. Can't wait
[02:07:10.720 --> 02:07:17.840]   Yeah, yeah, go to think up.com see what gene is up to and you know what get a subscription. I think this is really useful. We love it
[02:07:17.840 --> 02:07:22.560]   Oh, thank you leo appreciate that. Hey man. It's pretty it doesn't look like it was written in php
[02:07:22.560 --> 02:07:25.440]   Oh, thank you
[02:07:25.440 --> 02:07:29.360]   Looks much more modern
[02:07:29.360 --> 02:07:35.040]   Jeff Jarvis is in his soggy office at cuny the city university in New York. That's where he teaches journalism
[02:07:35.520 --> 02:07:37.520]   He's also an author
[02:07:37.520 --> 02:07:39.600]   public parts. What would google do?
[02:07:39.600 --> 02:07:43.600]   Geeks bearing gifts and he's off to Madrid. What for
[02:07:43.600 --> 02:07:46.880]   newspaper company fun
[02:07:46.880 --> 02:07:52.720]   Have fun. Yep. Be fun. I guess because you're on the east coast going to europe for us is such a big deal on the west coast
[02:07:52.720 --> 02:07:55.520]   But for you, it's just like a commute, right? It's like a hop. I
[02:07:55.520 --> 02:07:57.360]   I will take my
[02:07:57.360 --> 02:08:00.480]   Magic pill which the only time I ever take magic pills is my fly
[02:08:00.960 --> 02:08:06.640]   Rudd eyes. Yeah, and well, I hope sleep tonight and then I get there tomorrow and they have me working straight through
[02:08:06.640 --> 02:08:10.800]   And then of course it's a dinner meeting that doesn't start until like 87 in the morning
[02:08:10.800 --> 02:08:14.880]   UGC
[02:08:14.880 --> 02:08:19.120]   Have a great trip. You'll be back next week though, right? Oh, yeah. Yeah back saturday. So i'll be back. All right
[02:08:19.120 --> 02:08:21.840]   And jina, we'll see you in a month
[02:08:21.840 --> 02:08:27.920]   Yeah, thanks for thanks for having me back and yeah, you'll see me in a few weeks. We just love having you on the show
[02:08:27.920 --> 02:08:30.000]   Thanks for being here
[02:08:30.000 --> 02:08:33.440]   We're in escape. Yeah, I'll be longer next time. It could be longer next time
[02:08:33.440 --> 02:08:38.560]   We're we're an excuse to let your wife handle whatever your kids complain about so you gotta be here
[02:08:38.560 --> 02:08:45.200]   That's right. Think of it that way need some sleep. Come on twig. Yeah, that's it. Uh-huh. Oh, honey
[02:08:45.200 --> 02:08:47.200]   I have a podcast
[02:08:47.200 --> 02:08:50.320]   And this one say this was a four hour one
[02:08:50.320 --> 02:08:53.120]   Yeah
[02:08:53.120 --> 02:08:54.320]   No
[02:08:54.320 --> 02:08:58.000]   Hey, we thank you all for being here. We do twig normally and this is not a normal time for us
[02:08:58.000 --> 02:09:00.800]   We normally read about now 1 p.m. Pacific 4 p.m. Eastern time
[02:09:00.800 --> 02:09:04.560]   Uh 1800 utc on live dot twit dot tv
[02:09:04.560 --> 02:09:10.320]   We do like it if you watch live, but you don't have to on demand audio and video of all of our shows is available at the website twit
[02:09:10.320 --> 02:09:11.760]   Dot tv
[02:09:11.760 --> 02:09:13.760]   soon to be new and improved
[02:09:13.760 --> 02:09:21.120]   twit dot tv slash twig for this show and also wherever you get your podcasts or get one of our great apps developed by lovely
[02:09:21.120 --> 02:09:25.360]   Community members. We don't have anything to do with them, but we appreciate that they did
[02:09:26.000 --> 02:09:28.000]   on every platform
[02:09:28.000 --> 02:09:30.960]   Including roku android windows phone ios
[02:09:30.960 --> 02:09:34.880]   Uh, thanks for joining us. We'll see you next time on twig
[02:09:34.880 --> 02:09:36.880]   boy
[02:09:36.880 --> 02:09:38.880]   You
[02:09:38.880 --> 02:09:40.880]   You
[02:09:40.880 --> 02:09:43.460]   (upbeat music)
[02:09:43.460 --> 02:09:45.280]   [MUSIC PLAYING]

